source_group,final_split,images,negative_images,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile
SUS-ASTM-Universal-Formwork-Channel-A36-Welding-Steel-H-Beam-for-Bridge-Building-Material.jpg,train,1,0,0,0,29,0,0
WH-J-1.jpg,train,1,1,0,0,0,0,0
WH-K-2.jpg,valid,1,1,0,0,0,0,0
WH-K-3.jpg,train,1,1,0,0,0,0,0
WH-K-4.jpg,train,1,1,0,0,0,0,0
WH-K.jpg,train,1,1,0,0,0,0,0
WH-L-1.jpg,train,1,1,0,0,0,0,0
WH-L.jpg,train,1,1,0,0,0,0,0
WHSE-M.jpg,train,1,1,0,0,0,0,0
Welded-Steel-Section-with-T-Shape.jpg,test,2,0,0,26,0,0,0
Welded-Steel-Section-with-T-Shape_jpg,train,1,0,0,13,0,0,0
WhatsApp-Image-2024-12-11-at-16-37-00_5e56e57e_jpg,test,1,1,0,0,0,0,0
WhatsApp-Image-2024-12-11-at-16-37-01_8cc7dd8c_jpg,test,1,1,0,0,0,0,0
WhatsApp-Image-2025-12-18-at-09-27-38.jpeg,train,1,0,132,0,0,0,0
WhatsApp-Image-2025-12-18-at-11-56-00.jpeg,train,1,0,0,0,92,0,0
YARD-J-1.jpg,train,1,1,0,0,0,0,0
YARD-J-DEPAN-WH-K.jpg,train,1,1,0,0,0,0,0
YARD-J-DEPAN-WH-L.jpg,train,1,1,0,0,0,0,0
YARD-J-LORONG-TIKUS.jpg,train,1,1,0,0,0,0,0
YARD-J.jpg,train,1,1,0,0,0,0,0
a11e48597575f2867df096f0aff0f8c.png,train,1,0,0,10,0,0,0
a11e48597575f2867df096f0aff0f8c_png,train,1,0,0,10,0,0,0
a11e48597575f2867df096f0aff0f8c_png.jpg,train,1,0,0,10,0,0,0
a11e48597575f2867df096f0aff0f8c_png_jpg,train,1,0,0,9,0,0,0
a542eea0-3457-48fb-b251-a2de8b20507b.jpg,train,1,0,0,0,33,0,0
a7352af9-e798-48f7-b5fa-59d6b5a284ed.jpg,valid,1,0,264,0,0,0,0
aefc528c-6ee9-4f61-81f9-c945f58343dd.jpg,train,1,0,0,0,45,0,0
ahxol49d.png,train,1,0,0,0,6,0,0
ahxol49d_png.jpg,test,1,0,0,0,13,0,0
b13bf2a1-9ea0-457d-b9c3-074405b5f03a.jpg,train,1,1,0,0,0,0,0
b2493ca8-652e-4282-a8fc-95dea3f64391.jpg,test,1,0,498,0,0,0,0
bd9682d2-3730-412c-a7c2-d41bafdd9416.png,train,1,0,0,5,0,0,0
bd9682d2-3730-412c-a7c2-d41bafdd9416_png,train,1,0,0,5,0,0,0
c00ccebb664def77130f55678b31ed1.png,train,1,0,0,10,0,0,0
c00ccebb664def77130f55678b31ed1_png,train,1,0,0,10,0,0,0
c048c3db-14_jpeg.jpg,test,2,0,0,0,0,45,0
c31a9bf3-eb7b-472d-9e20-24b75b5eddc5.jpg,valid,1,0,146,0,0,0,0
c53b2cdbce75a32fd0107fdacfe80da.png,train,1,0,0,5,0,0,0
c53b2cdbce75a32fd0107fdacfe80da_png,train,1,0,0,5,0,0,0
c53f257f-2c37-4a2c-91cf-4bdadea9f7f8.jpg,train,1,0,154,0,0,0,0
c58c53af-4792-4ce9-82d5-48642c074a7f.jpg,train,1,0,475,0,0,0,0
c60978eed390eee904ede0407128e00.png,train,1,0,0,10,0,0,0
c60978eed390eee904ede0407128e00_png_jpg,train,2,0,0,20,0,0,0
c8902ef8e99e0a92d38e98ccb831d94.png,test,1,0,0,10,0,0,0
c8902ef8e99e0a92d38e98ccb831d94_png.jpg,valid,1,0,0,10,0,0,0
c8902ef8e99e0a92d38e98ccb831d94_png_jpg,train,3,0,0,30,0,0,0
d01bdd40-12.jpg,train,6,0,0,0,0,147,0
d01bdd40-12_jpg,train,2,0,0,0,0,70,0
d2e9bf12-6da6-49ed-89c2-e7a31326df59.png,train,1,0,0,3,0,0,0
d2e9bf12-6da6-49ed-89c2-e7a31326df59_png,valid,1,0,0,3,0,0,0
d573a1a8ebd9fed84355b19c820fd55.png,train,1,0,0,20,0,0,0
d573a1a8ebd9fed84355b19c820fd55_png,train,1,0,0,21,0,0,0
d5f3ab32-26.jpg,train,2,0,0,0,0,62,0
d5f3ab32-26_jpg,train,1,0,0,0,0,33,0
ddf31c9f68566960fe78a1d6bd88ecb.png,train,1,0,0,4,0,0,0
ddf31c9f68566960fe78a1d6bd88ecb_png,train,1,0,0,4,0,0,0
e17dace4-abb1-448e-9bce-f2a36f1a99c4.jpg,valid,1,1,0,0,0,0,0
e327edd1-7.jpg,train,1,0,0,0,0,29,0
e327edd1-7_jpg,test,1,0,0,0,0,39,0
e6c6ea18-15.jpg,valid,1,0,0,0,0,9,0
e6c6ea18-15_jpg,train,1,0,0,0,0,15,0
eb43f681d886ca1a7f144046469daf0.png,train,1,0,0,5,0,0,0
eb43f681d886ca1a7f144046469daf0_png,train,1,0,0,5,0,0,0
ecfc3327-59d2-4b13-a011-eb51bb05d766.jpg,train,1,1,0,0,0,0,0
f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg,valid,1,0,0,0,188,0,0
f3336d5d-4d55-453c-8a26-5c7ff938f84d.jpg,train,1,0,0,0,28,0,0
fe395024-27.jpg,train,5,0,0,0,0,155,0
fe395024-27_jpg,valid,2,0,0,0,0,61,0
images-1-.jpg,test,2,0,0,6,0,0,0
images-1-_jpg,valid,1,0,0,3,0,0,0
images-5-.jpg,train,2,0,0,13,0,0,0
images-5-_jpg,train,2,0,0,13,0,0,0
images.jpg,train,2,0,0,11,0,0,0
images_jpg,train,1,0,0,5,0,0,0
img_113.jpg,train,2,0,0,0,2,0,0
img_121.jpg,train,2,0,0,0,9,0,0
img_123.jpg,test,1,0,0,0,1,0,0
img_128.jpg,test,1,0,0,0,3,0,0
img_129.jpg,test,1,0,0,0,6,0,0
img_137.jpg,train,2,0,0,0,2,0,0
img_138.jpg,train,1,0,0,0,2,0,0
img_49.jpg,train,1,0,0,0,1,0,0
img_52.jpg,valid,1,0,0,0,3,0,0
img_71.jpg,train,2,0,0,0,2,0,0
img_73.jpg,test,2,0,0,0,2,0,0
img_76.jpg,test,1,0,0,0,2,0,0
img_88.jpg,valid,1,0,0,0,2,0,0
img_98.jpg,train,1,0,0,0,2,0,0
irii8idx.png,train,1,0,0,9,0,0,0
irii8idx_png.jpg,train,1,0,0,8,0,0,0
irii8idx_png_jpg,train,3,0,0,26,0,0,0
l1wafxgc_png.jpg,train,1,0,0,0,3,0,0
l9i3vdsp_png.jpg,test,1,0,0,0,2,0,0
og.jpg,train,5,0,0,0,0,318,0
og_jpg,train,1,0,0,0,0,83,0
product-0323479001538175476-o.jpg,train,2,0,0,24,0,0,0
steelbeam10.jpg,train,1,0,0,0,21,0,0
steelbeam100.jpg,train,1,0,0,0,60,0,0
steelbeam106.jpg,train,2,0,0,0,6,0,0
steelbeam134.jpg,test,1,0,0,0,35,0,0
steelbeam148.jpg,train,1,0,0,146,0,0,0
steelbeam148_jpg,test,1,0,0,148,0,0,0
steelbeam21.jpg,train,2,0,0,0,8,0,0
steelbeam46.jpg,train,1,0,0,0,8,0,0
steelbeam54.jpg,train,1,0,0,0,8,0,0
steelbeam64.jpg,train,1,0,0,0,4,0,0
steelbeam74.jpg,train,1,0,0,0,3,0,0
steelbeam75.jpg,test,1,0,0,0,7,0,0
steelbeam79.jpg,train,1,0,0,0,6,0,0
wq2zir67_png.jpg,train,1,0,0,0,4,0,0
xc066iwm.png,train,1,0,0,8,0,0,0
xc066iwm_png.jpg,train,1,0,0,8,0,0,0
xc066iwm_png_jpg,train,3,0,0,24,0,0,0
