source_group,class,keypoints,visible,occluded,out_of_image,out_of_image_pct,out_of_bbox,out_of_bbox_pct,both_out
2ea78bdd-bce1-4012-b19e-68c24bef3647.jpg,HI-Beam,1170,1166,4,0,0.0,0,0.0,0
3335c6b3-082d-4f55-b381-89b6f83418a6.jpg,Channel,920,920,0,0,0.0,0,0.0,0
3b4ae7ba-46e9-4ea2-81c8-863f8907b44c.jpg,HI-Beam,480,480,0,0,0.0,6,1.25,0
417_original_png.jpg,Angle Bar,249,232,17,10,4.016,30,12.048,9
417_original_png_jpg,Angle Bar,312,280,32,46,14.744,65,20.833,46
47791c27-13db-4650-bda9-5b1dd804f321.jpg,Channel,1048,1044,4,0,0.0,0,0.0,0
4aedfa6ec53befe81c754afb6a00c59.png,T-beam,84,84,0,3,3.571,3,3.571,3
4aedfa6ec53befe81c754afb6a00c59_png,T-beam,68,68,0,0,0.0,0,0.0,0
4aedfa6ec53befe81c754afb6a00c59_png.jpg,T-beam,76,76,0,0,0.0,1,1.316,0
4aedfa6ec53befe81c754afb6a00c59_png_jpg,T-beam,72,72,0,0,0.0,2,2.778,0
51d9790d-6350-485f-bc87-bd3aea0b0f45.jpg,Channel,2644,2602,42,0,0.0,2,0.076,0
52a9972f9c6177ed93c9ee9718fb72a.png,T-beam,40,40,0,0,0.0,0,0.0,0
52a9972f9c6177ed93c9ee9718fb72a_png,T-beam,40,40,0,0,0.0,0,0.0,0
52a9972f9c6177ed93c9ee9718fb72a_png.jpg,T-beam,44,44,0,0,0.0,0,0.0,0
52a9972f9c6177ed93c9ee9718fb72a_png_jpg,T-beam,76,76,0,0,0.0,1,1.316,0
5572f326-9f86-4e0f-a21d-e961d61bef86.jpg,HI-Beam,792,760,32,0,0.0,3,0.379,0
55f2e3dcaca58008c38d3de88bfed5a.png,T-beam,76,76,0,0,0.0,0,0.0,0
55f2e3dcaca58008c38d3de88bfed5a_png,T-beam,80,80,0,0,0.0,1,1.25,0
55f2e3dcaca58008c38d3de88bfed5a_png.jpg,T-beam,80,80,0,0,0.0,2,2.5,0
55f2e3dcaca58008c38d3de88bfed5a_png_jpg,T-beam,232,232,0,2,0.862,2,0.862,1
59041c11-42aa-4be6-8cec-333e68075cfe.jpg,HI-Beam,1326,1319,7,0,0.0,38,2.866,0
5aeda55e-e86e-4770-94a6-a8d9f22712e0.jpg,HI-Beam,546,531,15,0,0.0,4,0.733,0
5baa02c65ffc09eaf3235a2eb5be451_png.jpg,HI-Beam,72,72,0,0,0.0,1,1.389,0
5cdadad4-c7de-4861-9742-89a437764a4f.jpg,HI-Beam,720,716,4,0,0.0,5,0.694,0
63425d5759c4599a8fe3dca4673630a.png,T-beam,80,80,0,0,0.0,0,0.0,0
63425d5759c4599a8fe3dca4673630a_png,T-beam,76,76,0,0,0.0,0,0.0,0
63425d5759c4599a8fe3dca4673630a_png.jpg,T-beam,80,78,2,0,0.0,4,5.0,0
63425d5759c4599a8fe3dca4673630a_png_jpg,T-beam,224,224,0,1,0.446,2,0.893,0
65867ef9-762d-4a64-afe5-739d073e49da.jpg,Channel,2632,2602,30,2,0.076,2,0.076,2
6c04c28e-cc96-43cc-9e1f-b2d0d0c7c5ee.jpg,Channel,1684,1658,26,0,0.0,0,0.0,0
72f629d38f7cad8a5a767fbe1c8c47b.png,T-beam,40,40,0,0,0.0,0,0.0,0
72f629d38f7cad8a5a767fbe1c8c47b_png.jpg,T-beam,40,40,0,0,0.0,0,0.0,0
72f629d38f7cad8a5a767fbe1c8c47b_png_jpg,T-beam,40,40,0,0,0.0,0,0.0,0
75eca624-51dc-4c3c-b562-01af37c83370.jpg,Channel,1848,1835,13,2,0.108,10,0.541,2
7d2b6e9a3a463279150b7312f8b3ec6.png,T-beam,40,40,0,0,0.0,0,0.0,0
7d2b6e9a3a463279150b7312f8b3ec6_png.jpg,T-beam,36,36,0,0,0.0,0,0.0,0
7d2b6e9a3a463279150b7312f8b3ec6_png_jpg,T-beam,40,40,0,0,0.0,0,0.0,0
7f2f593r_png.jpg,HI-Beam,42,42,0,0,0.0,1,2.381,0
7f954053-8e72-4556-82a9-809ff3810fb1.jpg,Channel,208,206,2,0,0.0,0,0.0,0
7f954053-8e72-4556-82a9-809ff3810fb1.jpg,HI-Beam,1326,1325,1,0,0.0,0,0.0,0
7p96blxd_png.jpg,HI-Beam,30,30,0,6,20.0,0,0.0,0
86605a3e-c9cf-4fbf-aabf-952a7b24b408.jpg,HI-Beam,96,93,3,0,0.0,1,1.042,0
88541225-982e-4240-8f6d-e7da49b2e0e2.jpg,HI-Beam,252,248,4,0,0.0,2,0.794,0
8aa04eb3-626c-4a67-b793-80ddd774a7c8.jpg,Channel,680,662,18,0,0.0,0,0.0,0
8c1ef5ca-bc5b-4f76-9150-408f28da951e.jpg,Channel,572,558,14,0,0.0,0,0.0,0
8c41814c-8.jpg,Angle Bar,309,283,26,36,11.65,36,11.65,23
8c41814c-8_jpg,Angle Bar,294,285,9,30,10.204,45,15.306,23
8ea64c42-3a4c-4a22-a4c8-297905eb331a.jpg,HI-Beam,252,252,0,0,0.0,0,0.0,0
8hofgt5m_png.jpg,HI-Beam,18,18,0,0,0.0,0,0.0,0
923a108f41cc108b080c4fe180deb58.png,T-beam,40,40,0,0,0.0,0,0.0,0
923a108f41cc108b080c4fe180deb58_png.jpg,T-beam,40,40,0,0,0.0,0,0.0,0
923a108f41cc108b080c4fe180deb58_png_jpg,T-beam,120,120,0,0,0.0,1,0.833,0
94586dd6-4b64-4255-8dc0-01b7d8b1ac11.jpg,Channel,664,660,4,0,0.0,0,0.0,0
94f76c37-4bb3-4a2d-bdba-4ac1cd4c86cf.jpg,HI-Beam,126,120,6,0,0.0,0,0.0,0
9726cfb3c55806a364cf3645086f339_png.jpg,HI-Beam,72,72,0,0,0.0,6,8.333,0
9755406a-8517-4ae6-b24d-1230487eeb40.jpg,HI-Beam,864,854,10,0,0.0,0,0.0,0
9a4d57a2-0362-4187-bde1-e89688adc324.jpg,Channel,616,616,0,0,0.0,0,0.0,0
Besi-T-Beam.jpg,T-beam,144,144,0,8,5.556,3,2.083,2
Besi-T-Beam_jpg,T-beam,144,144,0,5,3.472,3,2.083,2
Harga-Besi-T-Beam.jpg,T-beam,40,40,0,0,0.0,0,0.0,0
Harga-Besi-T-Beam_jpg,T-beam,40,40,0,0,0.0,0,0.0,0
I-beam-price1.jpg,HI-Beam,6,6,0,0,0.0,1,16.667,0
I-beam-price10.jpg,HI-Beam,30,29,1,0,0.0,0,0.0,0
I-beam-price17.jpg,HI-Beam,6,6,0,0,0.0,0,0.0,0
I-beam-price18.jpg,HI-Beam,36,36,0,0,0.0,0,0.0,0
I-beam-price4.jpg,HI-Beam,6,6,0,0,0.0,0,0.0,0
PHOTO-2024-10-10-14-22-00.jpg,HI-Beam,270,269,1,0,0.0,3,1.111,0
PHOTO-2024-10-10-17-33-33.jpg,Sheet Pile,332,332,0,0,0.0,0,0.0,0
PHOTO-2024-10-10-18-41-20.jpg,Sheet Pile,336,336,0,0,0.0,0,0.0,0
SUS-ASTM-Universal-Formwork-Channel-A36-Welding-Steel-H-Beam-for-Bridge-Building-Material.jpg,HI-Beam,174,168,6,0,0.0,3,1.724,0
Welded-Steel-Section-with-T-Shape.jpg,T-beam,104,103,1,0,0.0,3,2.885,0
Welded-Steel-Section-with-T-Shape_jpg,T-beam,52,51,1,0,0.0,0,0.0,0
WhatsApp-Image-2025-12-18-at-09-27-38.jpeg,Channel,528,523,5,0,0.0,0,0.0,0
WhatsApp-Image-2025-12-18-at-11-56-00.jpeg,HI-Beam,552,551,1,0,0.0,0,0.0,0
a11e48597575f2867df096f0aff0f8c.png,T-beam,40,40,0,0,0.0,0,0.0,0
a11e48597575f2867df096f0aff0f8c_png,T-beam,40,40,0,0,0.0,0,0.0,0
a11e48597575f2867df096f0aff0f8c_png.jpg,T-beam,40,40,0,0,0.0,0,0.0,0
a11e48597575f2867df096f0aff0f8c_png_jpg,T-beam,36,36,0,0,0.0,1,2.778,0
a542eea0-3457-48fb-b251-a2de8b20507b.jpg,HI-Beam,198,196,2,0,0.0,3,1.515,0
a7352af9-e798-48f7-b5fa-59d6b5a284ed.jpg,Channel,1056,1056,0,0,0.0,0,0.0,0
aefc528c-6ee9-4f61-81f9-c945f58343dd.jpg,HI-Beam,270,268,2,0,0.0,1,0.37,0
ahxol49d.png,HI-Beam,36,35,1,0,0.0,0,0.0,0
ahxol49d_png.jpg,HI-Beam,78,77,1,0,0.0,1,1.282,0
b2493ca8-652e-4282-a8fc-95dea3f64391.jpg,Channel,1992,1992,0,0,0.0,87,4.367,0
bd9682d2-3730-412c-a7c2-d41bafdd9416.png,T-beam,20,19,1,0,0.0,0,0.0,0
bd9682d2-3730-412c-a7c2-d41bafdd9416_png,T-beam,20,19,1,0,0.0,0,0.0,0
c00ccebb664def77130f55678b31ed1.png,T-beam,40,40,0,0,0.0,0,0.0,0
c00ccebb664def77130f55678b31ed1_png,T-beam,40,40,0,0,0.0,1,2.5,0
c048c3db-14_jpeg.jpg,Angle Bar,135,135,0,0,0.0,2,1.481,0
c31a9bf3-eb7b-472d-9e20-24b75b5eddc5.jpg,Channel,584,561,23,0,0.0,0,0.0,0
c53b2cdbce75a32fd0107fdacfe80da.png,T-beam,20,20,0,0,0.0,0,0.0,0
c53b2cdbce75a32fd0107fdacfe80da_png,T-beam,20,20,0,0,0.0,0,0.0,0
c53f257f-2c37-4a2c-91cf-4bdadea9f7f8.jpg,Channel,616,614,2,0,0.0,0,0.0,0
c58c53af-4792-4ce9-82d5-48642c074a7f.jpg,Channel,1900,1893,7,0,0.0,4,0.211,0
c60978eed390eee904ede0407128e00.png,T-beam,40,40,0,0,0.0,0,0.0,0
c60978eed390eee904ede0407128e00_png_jpg,T-beam,80,80,0,1,1.25,1,1.25,1
c8902ef8e99e0a92d38e98ccb831d94.png,T-beam,40,40,0,0,0.0,0,0.0,0
c8902ef8e99e0a92d38e98ccb831d94_png.jpg,T-beam,40,40,0,0,0.0,1,2.5,0
c8902ef8e99e0a92d38e98ccb831d94_png_jpg,T-beam,120,120,0,2,1.667,1,0.833,0
d01bdd40-12.jpg,Angle Bar,441,398,43,44,9.977,45,10.204,29
d01bdd40-12_jpg,Angle Bar,210,207,3,25,11.905,31,14.762,25
d2e9bf12-6da6-49ed-89c2-e7a31326df59.png,T-beam,12,12,0,1,8.333,1,8.333,1
d2e9bf12-6da6-49ed-89c2-e7a31326df59_png,T-beam,12,12,0,0,0.0,0,0.0,0
d573a1a8ebd9fed84355b19c820fd55.png,T-beam,80,80,0,0,0.0,0,0.0,0
d573a1a8ebd9fed84355b19c820fd55_png,T-beam,84,83,1,0,0.0,0,0.0,0
d5f3ab32-26.jpg,Angle Bar,186,177,9,10,5.376,6,3.226,6
d5f3ab32-26_jpg,Angle Bar,99,95,4,1,1.01,9,9.091,1
ddf31c9f68566960fe78a1d6bd88ecb.png,T-beam,16,16,0,0,0.0,0,0.0,0
ddf31c9f68566960fe78a1d6bd88ecb_png,T-beam,16,16,0,0,0.0,0,0.0,0
e327edd1-7.jpg,Angle Bar,87,74,13,12,13.793,12,13.793,12
e327edd1-7_jpg,Angle Bar,117,116,1,25,21.368,20,17.094,20
e6c6ea18-15.jpg,Angle Bar,27,27,0,0,0.0,0,0.0,0
e6c6ea18-15_jpg,Angle Bar,45,45,0,0,0.0,1,2.222,0
eb43f681d886ca1a7f144046469daf0.png,T-beam,20,20,0,0,0.0,0,0.0,0
eb43f681d886ca1a7f144046469daf0_png,T-beam,20,20,0,0,0.0,0,0.0,0
f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg,HI-Beam,1128,1051,77,0,0.0,9,0.798,0
f3336d5d-4d55-453c-8a26-5c7ff938f84d.jpg,HI-Beam,168,168,0,0,0.0,1,0.595,0
fe395024-27.jpg,Angle Bar,465,424,41,30,6.452,29,6.237,24
fe395024-27_jpg,Angle Bar,183,155,28,25,13.661,25,13.661,21
images-1-.jpg,T-beam,24,24,0,0,0.0,0,0.0,0
images-1-_jpg,T-beam,12,12,0,0,0.0,0,0.0,0
images-5-.jpg,T-beam,52,52,0,11,21.154,11,21.154,11
images-5-_jpg,T-beam,52,43,9,9,17.308,9,17.308,9
images.jpg,T-beam,44,42,2,0,0.0,1,2.273,0
images_jpg,T-beam,20,20,0,0,0.0,0,0.0,0
img_113.jpg,HI-Beam,12,12,0,0,0.0,0,0.0,0
img_121.jpg,HI-Beam,54,53,1,1,1.852,0,0.0,0
img_123.jpg,HI-Beam,6,6,0,0,0.0,0,0.0,0
img_128.jpg,HI-Beam,18,18,0,1,5.556,0,0.0,0
img_129.jpg,HI-Beam,36,34,2,0,0.0,2,5.556,0
img_137.jpg,HI-Beam,12,10,2,0,0.0,1,8.333,0
img_138.jpg,HI-Beam,12,12,0,0,0.0,0,0.0,0
img_49.jpg,HI-Beam,6,6,0,0,0.0,0,0.0,0
img_52.jpg,HI-Beam,18,18,0,0,0.0,0,0.0,0
img_71.jpg,HI-Beam,12,12,0,2,16.667,0,0.0,0
img_73.jpg,HI-Beam,12,12,0,0,0.0,0,0.0,0
img_76.jpg,HI-Beam,12,12,0,0,0.0,0,0.0,0
img_88.jpg,HI-Beam,12,12,0,0,0.0,0,0.0,0
img_98.jpg,HI-Beam,12,12,0,0,0.0,0,0.0,0
irii8idx.png,T-beam,36,36,0,0,0.0,0,0.0,0
irii8idx_png.jpg,T-beam,32,32,0,0,0.0,4,12.5,0
irii8idx_png_jpg,T-beam,104,103,1,2,1.923,1,0.962,1
l1wafxgc_png.jpg,HI-Beam,18,18,0,0,0.0,0,0.0,0
l9i3vdsp_png.jpg,HI-Beam,12,11,1,0,0.0,0,0.0,0
og.jpg,Angle Bar,954,887,67,32,3.354,52,5.451,28
og_jpg,Angle Bar,249,238,11,2,0.803,0,0.0,0
product-0323479001538175476-o.jpg,T-beam,96,91,5,0,0.0,9,9.375,0
steelbeam10.jpg,HI-Beam,126,99,27,0,0.0,6,4.762,0
steelbeam100.jpg,HI-Beam,360,360,0,0,0.0,7,1.944,0
steelbeam106.jpg,HI-Beam,36,36,0,0,0.0,0,0.0,0
steelbeam134.jpg,HI-Beam,210,207,3,0,0.0,0,0.0,0
steelbeam148.jpg,T-beam,584,575,9,0,0.0,5,0.856,0
steelbeam148_jpg,T-beam,592,585,7,0,0.0,9,1.52,0
steelbeam21.jpg,HI-Beam,48,48,0,0,0.0,0,0.0,0
steelbeam46.jpg,HI-Beam,48,47,1,0,0.0,2,4.167,0
steelbeam54.jpg,HI-Beam,48,44,4,1,2.083,3,6.25,0
steelbeam64.jpg,HI-Beam,24,21,3,0,0.0,0,0.0,0
steelbeam74.jpg,HI-Beam,18,15,3,2,11.111,1,5.556,0
steelbeam75.jpg,HI-Beam,42,39,3,0,0.0,0,0.0,0
steelbeam79.jpg,HI-Beam,36,36,0,0,0.0,0,0.0,0
wq2zir67_png.jpg,HI-Beam,24,23,1,0,0.0,0,0.0,0
xc066iwm.png,T-beam,32,32,0,0,0.0,0,0.0,0
xc066iwm_png.jpg,T-beam,32,32,0,0,0.0,0,0.0,0
xc066iwm_png_jpg,T-beam,96,96,0,1,1.042,1,1.042,0
