split,image_id,file_name,annotation_id,class_id,class_name,keypoint,keypoint_name,issue,x,y,visibility,image_width,image_height,bbox,source_group
train,142,000142.jpg,29,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,690.69,165.551,2,640,640,"[614.12, 210.31, 25.88, 62.01]",d01bdd40-12_jpg
train,142,000142.jpg,29,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,758.097,248.596,2,640,640,"[614.12, 210.31, 25.88, 62.01]",d01bdd40-12_jpg
train,142,000142.jpg,30,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,690.69,185.504,2,640,640,"[614.12, 230.26, 25.88, 62.01]",d01bdd40-12_jpg
train,142,000142.jpg,30,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,758.097,268.549,2,640,640,"[614.12, 230.26, 25.88, 62.01]",d01bdd40-12_jpg
train,147,000147.jpg,4309,3,Angle Bar,1,new-point-0,out_of_bbox,42.733,143.668,2,416,416,"[16.17, 100.99, 58.39, 42.67]",og.jpg
train,152,000152.jpg,6314,2,HI-Beam,2,new-point-1,out_of_bbox,95.49,101.599,2,283,177,"[26.76, 101.6, 87.94, 72.52]",-_20230924182425_png.jpg
train,155,000155.jpg,11027,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-170.833,60,2,640,640,"[0, 179.17, 70.83, 106.67]",417_original_png_jpg
train,155,000155.jpg,11027,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,-345,291.667,2,640,640,"[0, 179.17, 70.83, 106.67]",417_original_png_jpg
train,155,000155.jpg,11028,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-170.833,127.5,2,640,640,"[0, 246, 70, 107]",417_original_png_jpg
train,155,000155.jpg,11028,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,-345,359.167,2,640,640,"[0, 246, 70, 107]",417_original_png_jpg
train,155,000155.jpg,11029,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-170.833,185,2,640,640,"[0, 304.17, 81.67, 130]",417_original_png_jpg
train,155,000155.jpg,11029,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,-345,416.667,2,640,640,"[0, 304.17, 81.67, 130]",417_original_png_jpg
train,155,000155.jpg,11030,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-170.833,216.667,2,640,640,"[0, 374.17, 81.67, 126.67]",417_original_png_jpg
train,155,000155.jpg,11030,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,-345,448.333,2,640,640,"[0, 374.17, 81.67, 126.67]",417_original_png_jpg
train,155,000155.jpg,11031,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-170.833,294.167,2,640,640,"[0, 438.33, 81.67, 130]",417_original_png_jpg
train,155,000155.jpg,11031,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,-345,525.833,2,640,640,"[0, 438.33, 81.67, 130]",417_original_png_jpg
train,157,000157.jpg,1248,1,T-beam,2,new-point-1,out_of_bbox,167.317,154.39,2,356,179,"[167.32, 50.24, 78.78, 119.02]",-2024-04-09-190744.png
train,160,000160.jpg,2481,3,Angle Bar,3,new-point-3,out_of_image,416,44.964,2,416,416,"[264.83, 0, 151.17, 108.92]",d01bdd40-12.jpg
train,160,000160.jpg,2482,3,Angle Bar,3,new-point-3,out_of_image,416,88.803,2,416,416,"[228, 0, 188, 152]",d01bdd40-12.jpg
train,160,000160.jpg,2483,3,Angle Bar,3,new-point-3,out_of_image,416,133.205,2,416,416,"[219.86, 19.67, 196.14, 177.49]",d01bdd40-12.jpg
train,160,000160.jpg,2484,3,Angle Bar,3,new-point-3,out_of_image,416,210.767,2,416,416,"[229.42, 83.18, 186.58, 165.12]",d01bdd40-12.jpg
train,160,000160.jpg,2486,3,Angle Bar,3,new-point-3,out_of_bbox,208.795,281.472,1,416,416,"[150.78, 232.56, 43.87, 57.66]",d01bdd40-12.jpg
train,160,000160.jpg,2487,3,Angle Bar,1,new-point-0,out_of_bbox,65.499,209.208,1,416,416,"[35.95, 216.09, 59.13, 42.81]",d01bdd40-12.jpg
train,160,000160.jpg,2488,3,Angle Bar,1,new-point-0,out_of_bbox,121.312,214.428,1,416,416,"[91.76, 216.9, 62.74, 47.22]",d01bdd40-12.jpg
train,160,000160.jpg,2489,3,Angle Bar,1,new-point-0,out_of_bbox,182.746,213.625,1,416,416,"[153.19, 216.09, 41.46, 47.22]",d01bdd40-12.jpg
train,160,000160.jpg,2489,3,Angle Bar,3,new-point-3,out_of_bbox,210.803,259.388,1,416,416,"[153.19, 216.09, 41.46, 47.22]",d01bdd40-12.jpg
train,160,000160.jpg,2492,3,Angle Bar,2,new-point-1,out_of_bbox,127.686,214.001,1,416,416,"[125.09, 215.69, 60.33, 44.01]",d01bdd40-12.jpg
train,160,000160.jpg,2492,3,Angle Bar,3,new-point-3,out_of_bbox,182.696,211.993,1,416,416,"[125.09, 215.69, 60.33, 44.01]",d01bdd40-12.jpg
train,160,000160.jpg,2493,3,Angle Bar,2,new-point-1,out_of_bbox,66.252,207.175,1,416,416,"[63.65, 215.29, 60.33, 37.59]",d01bdd40-12.jpg
train,160,000160.jpg,2493,3,Angle Bar,3,new-point-3,out_of_bbox,121.262,205.167,1,416,416,"[63.65, 215.29, 60.33, 37.59]",d01bdd40-12.jpg
train,166,000166.jpg,10561,2,HI-Beam,6,new-point-5,out_of_bbox,193.333,115.617,2,667,500,"[186.67, 116.11, 251.11, 146.79]",steelbeam46.jpg
train,166,000166.jpg,10562,2,HI-Beam,6,new-point-5,out_of_bbox,211.667,268.461,2,667,500,"[203.33, 268.61, 243.33, 137.69]",steelbeam46.jpg
train,168,000168.jpg,1012,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,137.484,-8.048,1,640,640,"[55.66, 0, 179.06, 123.4]",fe395024-27_jpg
train,168,000168.jpg,1013,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,148.885,-6.707,1,640,640,"[136.14, 0, 173.7, 99.93]",fe395024-27_jpg
train,168,000168.jpg,1033,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,321.471,-41.772,1,640,640,"[219, 0, 213, 92]",fe395024-27_jpg
train,168,000168.jpg,1034,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,597.755,-26.772,1,640,640,"[476.97, 0, 163.03, 131.14]",fe395024-27_jpg
train,168,000168.jpg,1034,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,702.117,84.167,1,640,640,"[476.97, 0, 163.03, 131.14]",fe395024-27_jpg
train,168,000168.jpg,1035,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,702.117,143.333,1,640,640,"[476.97, 18.33, 163.03, 171.97]",fe395024-27_jpg
train,168,000168.jpg,1036,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,702.117,198.333,1,640,640,"[476.97, 73.33, 163.03, 171.97]",fe395024-27_jpg
train,168,000168.jpg,1037,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,714.617,267.5,1,640,640,"[489.47, 142.5, 150.53, 171.97]",fe395024-27_jpg
train,168,000168.jpg,1038,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,714.617,329.167,1,640,640,"[489.47, 204.17, 150.53, 161.97]",fe395024-27_jpg
train,168,000168.jpg,1039,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,714.617,395.834,1,640,640,"[489.47, 270.83, 150.53, 161.97]",fe395024-27_jpg
train,168,000168.jpg,1040,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,714.617,457.5,1,640,640,"[489.47, 332.5, 150.53, 156.14]",fe395024-27_jpg
train,168,000168.jpg,1041,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,698.784,509.167,1,640,640,"[473, 384, 167, 156]",fe395024-27_jpg
train,168,000168.jpg,1042,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,695.451,552.5,1,640,640,"[470.3, 427.5, 169.7, 156.14]",fe395024-27_jpg
train,169,000169.jpg,3389,1,T-beam,2,new-point-1,out_of_bbox,71.667,211.509,2,720,500,"[71.67, 22.54, 178.33, 203.3]",63425d5759c4599a8fe3dca4673630a_png.jpg
train,169,000169.jpg,3389,1,T-beam,4,new-point-3,out_of_bbox,171.111,22.538,2,720,500,"[71.67, 22.54, 178.33, 203.3]",63425d5759c4599a8fe3dca4673630a_png.jpg
train,169,000169.jpg,3398,1,T-beam,4,new-point-3,out_of_bbox,378.333,273.758,2,720,500,"[278.06, 274.31, 179.72, 197.08]",63425d5759c4599a8fe3dca4673630a_png.jpg
train,169,000169.jpg,3407,1,T-beam,4,new-point-3,out_of_bbox,627.222,135.368,2,720,500,"[545, 135.37, 144.44, 162.41]",63425d5759c4599a8fe3dca4673630a_png.jpg
train,172,000172.jpg,1296,1,T-beam,4,new-point-3,out_of_bbox,191.304,299.565,2,471,329,"[16.09, 95.65, 209.13, 203.91]",-2024-04-10-132306.png
train,175,000175.jpg,887,2,HI-Beam,4,new-point-3,out_of_image,510.833,800,2,800,800,"[385, 185.42, 237.5, 614.58]",7p96blxd_png.jpg
train,175,000175.jpg,887,2,HI-Beam,5,new-point-4,out_of_image,612.5,800,2,800,800,"[385, 185.42, 237.5, 614.58]",7p96blxd_png.jpg
train,175,000175.jpg,887,2,HI-Beam,6,new-point-5,out_of_image,389.167,800,2,800,800,"[385, 185.42, 237.5, 614.58]",7p96blxd_png.jpg
train,175,000175.jpg,890,2,HI-Beam,4,new-point-3,out_of_image,253.333,800,2,800,800,"[128.75, 191.67, 244.58, 608.33]",7p96blxd_png.jpg
train,175,000175.jpg,890,2,HI-Beam,5,new-point-4,out_of_image,368.333,800,2,800,800,"[128.75, 191.67, 244.58, 608.33]",7p96blxd_png.jpg
train,175,000175.jpg,890,2,HI-Beam,6,new-point-5,out_of_image,135.833,800,2,800,800,"[128.75, 191.67, 244.58, 608.33]",7p96blxd_png.jpg
train,178,000178.jpg,6841,1,T-beam,1,new-point-0,out_of_image_and_out_of_bbox,-40,311.667,2,640,640,"[0, 295, 90, 345]",-2024-04-08-181644_png_jpg
train,178,000178.jpg,6841,1,T-beam,2,new-point-1,out_of_bbox,101.667,295,2,640,640,"[0, 295, 90, 345]",-2024-04-08-181644_png_jpg
train,178,000178.jpg,6841,1,T-beam,3,new-point-2,out_of_image_and_out_of_bbox,-124.167,322.5,2,640,640,"[0, 295, 90, 345]",-2024-04-08-181644_png_jpg
train,179,000179.jpg,440,2,HI-Beam,5,new-point-4,out_of_image,191.739,275,2,300,275,"[76.38, 45.83, 128.41, 229.17]",img_128.jpg
train,181,000181.jpg,4725,1,T-beam,3,new-point-2,out_of_image,130.526,196,2,233,196,"[49.21, 96.32, 87.11, 99.68]",-2024-04-10-132218_png.jpg
train,181,000181.jpg,4725,1,T-beam,4,new-point-3,out_of_image,56.316,196,2,233,196,"[49.21, 96.32, 87.11, 99.68]",-2024-04-10-132218_png.jpg
train,184,000184.jpg,5087,1,T-beam,2,new-point-1,out_of_bbox,0,120,2,640,640,"[0.83, 54.17, 262.5, 538.33]",-_20230924182506_png_jpg
train,184,000184.jpg,5091,1,T-beam,3,new-point-2,out_of_image_and_out_of_bbox,570,-1.667,2,640,640,"[304.17, 0, 278.33, 530]",-_20230924182506_png_jpg
train,189,000189.jpg,11501,1,T-beam,2,new-point-1,out_of_image,526.667,640,2,640,640,"[296.67, 354.17, 237.5, 285.83]",-2024-04-08-181137_png_jpg
train,192,000192.jpg,5764,1,T-beam,2,new-point-1,out_of_image_and_out_of_bbox,640,105.833,2,640,640,"[422.5, 73.33, 216.5, 295.83]",c60978eed390eee904ede0407128e00_png_jpg
train,193,000193.jpg,1000,1,T-beam,4,new-point-3,out_of_bbox,168.333,561.667,2,640,640,"[49.17, 55.83, 275, 440]",-_20230924182506_png_jpg
train,195,000195.jpg,6806,1,T-beam,3,new-point-2,out_of_bbox,234.167,588.333,2,640,640,"[235, 343.33, 245.83, 253.33]",a11e48597575f2867df096f0aff0f8c_png_jpg
train,197,000197.jpg,10269,1,T-beam,3,new-point-2,out_of_bbox,513.333,160,2,640,640,"[202.5, 125, 287.5, 362.5]",-2024-04-10-133445_png
train,197,000197.jpg,10269,1,T-beam,4,new-point-3,out_of_bbox,305,512.5,2,640,640,"[202.5, 125, 287.5, 362.5]",-2024-04-10-133445_png
train,198,000198.jpg,1583,1,T-beam,4,new-point-3,out_of_bbox,205.195,175.14,2,907,322,"[173.5, 175.59, 115.77, 129.97]",-_20230708190558_png.jpg
train,198,000198.jpg,1588,1,T-beam,4,new-point-3,out_of_bbox,607.977,170.732,2,907,322,"[546.96, 171.23, 130.76, 139.11]",-_20230708190558_png.jpg
train,198,000198.jpg,1594,1,T-beam,2,new-point-1,out_of_bbox,522.297,163.539,2,907,322,"[522.3, 5.06, 137.49, 160.32]",-_20230708190558_png.jpg
train,198,000198.jpg,1594,1,T-beam,4,new-point-3,out_of_bbox,586.059,3.567,2,907,322,"[522.3, 5.06, 137.49, 160.32]",-_20230708190558_png.jpg
train,198,000198.jpg,1595,1,T-beam,4,new-point-3,out_of_bbox,501.874,2.571,2,907,322,"[440.1, 3.07, 136.49, 156.34]",-_20230708190558_png.jpg
train,199,000199.jpg,10588,1,T-beam,4,new-point-3,out_of_bbox,144.167,369.967,2,640,640,"[316.67, 0, 263.33, 500]",-_20230924182503_png_jpg
train,201,000201.jpg,1459,1,T-beam,3,new-point-2,out_of_bbox,527.5,161.667,2,640,640,"[415.83, 161.67, 116.67, 151.67]",103f559751e75f575b7101078f8b0fa_png_jpg
train,201,000201.jpg,1460,1,T-beam,2,new-point-1,out_of_bbox,439.167,74.167,2,640,640,"[415, 74.17, 115, 150.83]",103f559751e75f575b7101078f8b0fa_png_jpg
train,201,000201.jpg,1463,1,T-beam,2,new-point-1,out_of_bbox,639.167,260.833,2,640,640,"[533.33, 245, 105.67, 152.5]",103f559751e75f575b7101078f8b0fa_png_jpg
train,205,000205.jpg,11122,1,T-beam,3,new-point-2,out_of_bbox,148.696,224.752,2,412,258,"[0, 40, 148, 197]",-2024-04-08-181030_png.jpg
train,205,000205.jpg,11123,1,T-beam,3,new-point-2,out_of_bbox,240.435,221.85,2,412,258,"[91.3, 38, 149.13, 198.66]",-2024-04-08-181030_png.jpg
train,206,000206.jpg,10546,1,T-beam,2,new-point-1,out_of_image,640,478.333,2,640,640,"[342.5, 83.33, 297.5, 467.5]",-2024-04-08-181446_png_jpg
train,210,000210.jpg,6707,1,T-beam,2,new-point-1,out_of_bbox,159.375,89.688,2,273,232,"[90.94, 91.56, 90.94, 131.56]",-2024-04-10-132132.png
train,211,000211.jpg,4882,1,T-beam,4,new-point-3,out_of_bbox,38.925,21.31,2,169,199,"[7.42, 21.53, 54.3, 46.65]",-2024-04-10-131903_png.jpg
train,211,000211.jpg,4888,1,T-beam,3,new-point-2,out_of_bbox,64.516,107.154,2,169,199,"[11.29, 70.36, 53.01, 50.71]",-2024-04-10-131903_png.jpg
train,212,000212.jpg,435,1,T-beam,2,new-point-1,out_of_bbox,1.667,184.167,2,640,640,"[2.5, 103.33, 331.67, 402.5]",-2024-04-10-133445_png_jpg
train,212,000212.jpg,436,1,T-beam,3,new-point-2,out_of_image,640,304.167,2,640,640,"[385, 250, 255, 372.5]",-2024-04-10-133445_png_jpg
train,212,000212.jpg,437,1,T-beam,3,new-point-2,out_of_bbox,185.833,175.833,2,640,640,"[190, 143.33, 330.83, 374.17]",-2024-04-10-133445_png_jpg
train,224,000224.jpg,7661,1,T-beam,4,new-point-3,out_of_image,640,328.333,2,640,640,"[331.67, 289.17, 308.33, 98.33]",-_20230708190558_png_jpg
train,225,000225.jpg,4244,2,HI-Beam,6,new-point-5,out_of_bbox,398.193,259.414,2,640,640,"[398.36, 220.82, 83.75, 42.22]",0804d9c3-5e85-4605-a005-23740bee0700_jpg
train,231,000231.jpg,897,1,T-beam,3,new-point-2,out_of_bbox,234.872,274.762,2,421,467,"[65.38, 267.95, 169.49, 179.71]",-2024-04-08-180937_png.jpg
train,231,000231.jpg,898,1,T-beam,4,new-point-3,out_of_bbox,238.302,269.573,2,421,467,"[153.15, 269.96, 163.48, 173.91]",-2024-04-08-180937_png.jpg
train,231,000231.jpg,902,1,T-beam,3,new-point-2,out_of_bbox,171.847,123.454,2,421,467,"[65.35, 118.88, 106.21, 113.96]",-2024-04-08-180937_png.jpg
train,231,000231.jpg,903,1,T-beam,3,new-point-2,out_of_bbox,225.381,233.985,2,421,467,"[120.02, 126.59, 105.07, 109.47]",-2024-04-08-180937_png.jpg
train,231,000231.jpg,903,1,T-beam,4,new-point-3,out_of_bbox,173.271,126.588,2,421,467,"[120.02, 126.59, 105.07, 109.47]",-2024-04-08-180937_png.jpg
train,232,000232.jpg,3216,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,417.111,173.333,2,416,416,"[305.56, 113.89, 110.44, 107.22]",d5f3ab32-26.jpg
train,232,000232.jpg,3217,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,417.111,211.667,2,416,416,"[317.22, 152.22, 98.78, 88.33]",d5f3ab32-26.jpg
train,232,000232.jpg,3218,3,Angle Bar,2,new-point-1,out_of_image,416,231.667,2,416,416,"[324, 182, 92, 88]",d5f3ab32-26.jpg
train,232,000232.jpg,3219,3,Angle Bar,2,new-point-1,out_of_image,416,252.778,2,416,416,"[330.56, 214.44, 85.44, 88.33]",d5f3ab32-26.jpg
train,234,000234.jpg,9081,1,T-beam,2,new-point-1,out_of_image_and_out_of_bbox,311.445,-67.778,2,347,276,"[218, 0, 129, 88]",-2024-04-10-132159.png
train,234,000234.jpg,9081,1,T-beam,3,new-point-2,out_of_image,347,75.185,2,347,276,"[218, 0, 129, 88]",-2024-04-10-132159.png
train,247,000247.jpg,6243,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,59.167,647.5,2,640,640,"[38.33, 548.33, 92.5, 90.83]",417_original_png_jpg
train,247,000247.jpg,6251,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,380.833,691.667,2,640,640,"[185, 443.33, 401.67, 196.67]",417_original_png_jpg
train,247,000247.jpg,6255,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,287.5,-48.333,1,640,640,"[207.5, 0, 186.67, 96.67]",417_original_png_jpg
train,247,000247.jpg,6258,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,468.333,-11.667,2,640,640,"[376.67, 0, 241.67, 145.83]",417_original_png_jpg
train,247,000247.jpg,6259,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,458.333,-93.333,1,640,640,"[366.67, 1.67, 241.67, 62.5]",417_original_png_jpg
train,250,000250.jpg,4122,1,T-beam,3,new-point-2,out_of_image_and_out_of_bbox,570,-1.667,2,640,640,"[304.17, 0, 278.33, 530]",-_20230924182509_png
train,255,000255.jpg,176,1,T-beam,4,new-point-3,out_of_image,155,640,2,640,640,"[132.5, 317.5, 245.83, 322.5]",-2024-04-10-132218_png_jpg
train,260,000260.jpg,1292,1,T-beam,3,new-point-2,out_of_image,640,572.727,2,640,640,"[133.64, 350.91, 506.36, 279.09]",-2024-04-08-181030_png_jpg
train,260,000260.jpg,1295,1,T-beam,2,new-point-1,out_of_image_and_out_of_bbox,510.909,-44.545,2,640,640,"[89, 0, 513, 212]",-2024-04-08-181030_png_jpg
train,270,000270.jpg,9704,3,Angle Bar,3,new-point-3,out_of_image,148.051,640,2,640,640,"[113.46, 560.57, 82.2, 79.43]",og_jpg
train,270,000270.jpg,9705,3,Angle Bar,3,new-point-3,out_of_image,168.579,640,2,640,640,"[133.99, 560.57, 82.2, 79.43]",og_jpg
train,278,000278.jpg,10182,1,T-beam,3,new-point-2,out_of_image_and_out_of_bbox,46.667,643.333,2,640,640,"[35.83, 104.17, 284.17, 535.83]",-2024-04-08-181324_png_jpg
train,278,000278.jpg,10183,1,T-beam,2,new-point-1,out_of_image_and_out_of_bbox,-36.667,114.167,2,640,640,"[0, 70.83, 235.83, 541.67]",-2024-04-08-181324_png_jpg
train,280,000280.jpg,3055,1,T-beam,2,new-point-1,out_of_image,640,580.833,2,640,640,"[252.5, 380, 387.5, 260]",-2024-04-08-181302_png_jpg
train,280,000280.jpg,3055,1,T-beam,3,new-point-2,out_of_image,291.667,640,2,640,640,"[252.5, 380, 387.5, 260]",-2024-04-08-181302_png_jpg
train,285,000285.jpg,1414,2,HI-Beam,3,new-point-2,out_of_bbox,42.533,45.774,2,298,250,"[42.8, 32.67, 108.27, 205.99]",-2024-04-08-175857_png.jpg
train,289,000289.jpg,9290,0,Channel,3,new-point-2,out_of_image_and_out_of_bbox,488.759,465.751,1,488,1040,"[460.73, 452.4, 27.27, 14.56]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,289,000289.jpg,9290,0,Channel,4,new-point-3,out_of_image_and_out_of_bbox,488.539,453.969,1,488,1040,"[460.73, 452.4, 27.27, 14.56]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,289,000289.jpg,9386,0,Channel,4,new-point-3,out_of_bbox,274.781,360.336,2,488,1040,"[257.04, 351.73, 18.06, 7.16]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,289,000289.jpg,9392,0,Channel,4,new-point-3,out_of_bbox,329.971,362.526,2,488,1040,"[314.49, 353.92, 15.79, 7.32]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,289,000289.jpg,9398,0,Channel,4,new-point-3,out_of_bbox,312.304,371.911,2,488,1040,"[294.79, 362.99, 17.98, 8.33]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,289,000289.jpg,9486,0,Channel,4,new-point-3,out_of_bbox,403.375,379.6,2,488,1040,"[382.43, 368, 20.76, 10.88]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,289,000289.jpg,9539,0,Channel,3,new-point-2,out_of_bbox,478.196,370.586,2,488,1040,"[459.3, 370.02, 18.52, 8.85]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,289,000289.jpg,9539,0,Channel,4,new-point-3,out_of_bbox,477.822,380.691,2,488,1040,"[459.3, 370.02, 18.52, 8.85]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,289,000289.jpg,9545,0,Channel,4,new-point-3,out_of_bbox,480.44,368.34,2,488,1040,"[458.46, 356.36, 21.6, 9.04]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,289,000289.jpg,9546,0,Channel,2,new-point-1,out_of_bbox,462.109,368.34,2,488,1040,"[462.11, 358.39, 20.95, 11.63]",75eca624-51dc-4c3c-b562-01af37c83370.jpg
train,290,000290.jpg,3001,1,T-beam,2,new-point-1,out_of_image_and_out_of_bbox,640,245.594,2,640,640,"[463.36, 230.66, 175.64, 168.93]",Besi-T-Beam.jpg
train,290,000290.jpg,3006,1,T-beam,2,new-point-1,out_of_bbox,515.196,0,2,640,640,"[363.51, 0.59, 204.19, 179.28]",Besi-T-Beam.jpg
train,290,000290.jpg,3008,1,T-beam,2,new-point-1,out_of_image,50.561,640,2,640,640,"[27.56, 543.73, 141.01, 96.27]",Besi-T-Beam.jpg
train,290,000290.jpg,3011,1,T-beam,4,new-point-3,out_of_image,441.659,640,2,640,640,"[318, 514, 131, 126]",Besi-T-Beam.jpg
train,291,000291.jpg,3052,1,T-beam,3,new-point-2,out_of_image,640,125.833,2,640,640,"[324.17, 17.5, 315.83, 488.33]",-2024-04-08-181724_png_jpg
train,294,000294.jpg,1314,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-28.333,552.5,2,640,640,"[0, 436.67, 100, 203.33]",16c3ab3b-13_jpg
train,294,000294.jpg,1314,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,83.333,644.167,2,640,640,"[0, 436.67, 100, 203.33]",16c3ab3b-13_jpg
train,294,000294.jpg,1326,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,663.333,269.167,2,640,640,"[548.33, 73.33, 91.67, 201.67]",16c3ab3b-13_jpg
train,294,000294.jpg,1327,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,690.833,71.667,2,640,640,"[607.5, 133.33, 31.67, 88.33]",16c3ab3b-13_jpg
train,294,000294.jpg,1327,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,722.5,254.167,2,640,640,"[607.5, 133.33, 31.67, 88.33]",16c3ab3b-13_jpg
train,295,000295.jpg,3025,1,T-beam,3,new-point-2,out_of_image_and_out_of_bbox,-8.529,13.823,2,267,221,"[0, 8.82, 101.18, 159.41]",-2024-04-08-181529.png
train,300,000300.jpg,9907,2,HI-Beam,6,new-point-5,out_of_bbox,181.571,506.44,2,810,1080,"[151.88, 480.88, 29.69, 33.9]",f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg
train,300,000300.jpg,9909,2,HI-Beam,6,new-point-5,out_of_bbox,188.411,558.908,2,810,1080,"[158.72, 533.35, 29.69, 33.9]",f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg
train,300,000300.jpg,9918,2,HI-Beam,6,new-point-5,out_of_bbox,230.12,556.459,2,810,1080,"[200.34, 529.44, 29.69, 33.9]",f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg
train,300,000300.jpg,9955,2,HI-Beam,3,new-point-2,out_of_bbox,443.552,461.172,2,810,1080,"[443.57, 459.42, 27.74, 28.8]",f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg
train,300,000300.jpg,9956,2,HI-Beam,3,new-point-2,out_of_bbox,445.238,489.628,2,810,1080,"[445.26, 487.87, 27.74, 28.8]",f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg
train,300,000300.jpg,9957,2,HI-Beam,3,new-point-2,out_of_bbox,446.381,518.952,2,810,1080,"[446.4, 517.2, 27.74, 28.8]",f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg
train,300,000300.jpg,9958,2,HI-Beam,3,new-point-2,out_of_bbox,460.746,523.34,2,810,1080,"[460.76, 521.59, 27.74, 28.8]",f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg
train,300,000300.jpg,9959,2,HI-Beam,3,new-point-2,out_of_bbox,460.806,494.011,2,810,1080,"[460.82, 492.26, 27.74, 28.8]",f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg
train,300,000300.jpg,9960,2,HI-Beam,3,new-point-2,out_of_bbox,459.675,464.899,2,810,1080,"[459.69, 463.14, 27.74, 28.8]",f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg
train,307,000307.jpg,298,1,T-beam,4,new-point-3,out_of_bbox,254.167,29.167,2,1012,644,"[192.5, 30.83, 173.33, 218.33]",4aedfa6ec53befe81c754afb6a00c59_png.jpg
train,315,000315.jpg,1412,2,HI-Beam,5,new-point-4,out_of_bbox,322.662,309.558,1,328,458,"[249.96, 175.81, 72.38, 138.26]",05dfrr2l_png.jpg
train,317,000317.jpg,1403,2,HI-Beam,6,new-point-5,out_of_bbox,98.369,342.119,2,574,1020,"[98.44, 230.09, 56.28, 115.6]",a542eea0-3457-48fb-b251-a2de8b20507b.jpg
train,317,000317.jpg,1408,2,HI-Beam,2,new-point-1,out_of_bbox,358.733,233.429,2,574,1020,"[299.17, 231.16, 59.21, 118.38]",a542eea0-3457-48fb-b251-a2de8b20507b.jpg
train,317,000317.jpg,1414,2,HI-Beam,6,new-point-5,out_of_bbox,414.729,484.503,2,574,1020,"[414.73, 371.97, 65.09, 116.82]",a542eea0-3457-48fb-b251-a2de8b20507b.jpg
