image_id,file_name,width,height,final_split,source_group,annotation_count,negative,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile
297,000297.jpg,540,960,valid,118217de-aefa-4733-bd3b-a3e7eeaa1144.jpg,154,False,0,0,154,0,0
298,000298.jpg,424,280,train,-2024-04-08-181324_png.jpg,5,False,0,5,0,0,0
299,000299.jpg,391,227,train,-2024-04-08-181409.png,5,False,0,5,0,0,0
300,000300.jpg,810,1080,valid,f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg,188,False,0,0,188,0,0
301,000301.jpg,360,360,train,000045.jpg,1,False,0,0,1,0,0
302,000302.jpg,640,640,train,-2024-04-09-190744_png_jpg,6,False,0,6,0,0,0
303,000303.jpg,404,568,train,0f4060d50c39f101b100626f93d1f04_png.jpg,10,False,0,10,0,0,0
304,000304.jpg,566,466,train,923a108f41cc108b080c4fe180deb58.png,10,False,0,10,0,0,0
305,000305.jpg,363,294,train,000044.png,1,False,0,0,1,0,0
306,000306.jpg,330,249,train,-2024-04-08-175815_png.jpg,4,False,0,0,4,0,0
307,000307.jpg,1012,644,train,4aedfa6ec53befe81c754afb6a00c59_png.jpg,19,False,0,19,0,0,0
308,000308.jpg,640,640,train,-2024-04-08-181446_png_jpg,5,False,0,5,0,0,0
309,000309.jpg,960,1280,train,WH-K.jpg,0,True,0,0,0,0,0
310,000310.jpg,640,640,train,-2024-04-08-181153_png_jpg,10,False,0,10,0,0,0
311,000311.jpg,640,640,train,-2024-04-08-180937_png_jpg,11,False,0,11,0,0,0
312,000312.jpg,640,640,train,-2024-04-08-181729_png,4,False,0,4,0,0,0
313,000313.jpg,162,91,train,I-beam-price18.jpg,6,False,0,0,6,0,0
314,000314.jpg,640,640,valid,7d2b6e9a3a463279150b7312f8b3ec6_png_jpg,10,False,0,10,0,0,0
315,000315.jpg,328,458,train,05dfrr2l_png.jpg,23,False,0,0,23,0,0
316,000316.jpg,247,180,train,-2024-04-10-133606_png.jpg,3,False,0,3,0,0,0
317,000317.jpg,574,1020,train,a542eea0-3457-48fb-b251-a2de8b20507b.jpg,33,False,0,0,33,0,0
318,000318.jpg,640,640,valid,-2024-04-08-181324_png_jpg,5,False,0,5,0,0,0
319,000319.jpg,640,640,train,-2024-04-08-181153_png_jpg,10,False,0,10,0,0,0
320,000320.jpg,262,176,train,-2024-04-08-181235.png,5,False,0,5,0,0,0
321,000321.jpg,640,640,train,c8902ef8e99e0a92d38e98ccb831d94_png_jpg,10,False,0,10,0,0,0
322,000322.jpg,640,640,train,-_20230924182509_png_jpg,5,False,0,5,0,0,0
323,000323.jpg,595,502,train,-_20230708190618.png,4,False,0,4,0,0,0
324,000324.jpg,416,416,train,d01bdd40-12.jpg,9,False,0,0,0,9,0
325,000325.jpg,416,416,train,16c3ab3b-13.jpg,24,False,0,0,0,24,0
326,000326.jpg,1278,732,train,-_20230924182432.png,5,False,0,0,5,0,0
327,000327.jpg,1280,960,train,WHSE-M.jpg,0,True,0,0,0,0,0
328,000328.jpg,640,640,train,-2024-04-08-180955_png_jpg,10,False,0,10,0,0,0
329,000329.jpg,640,640,train,63425d5759c4599a8fe3dca4673630a_png_jpg,21,False,0,21,0,0,0
330,000330.jpg,864,620,train,ddf31c9f68566960fe78a1d6bd88ecb.png,4,False,0,4,0,0,0
331,000331.jpg,312,148,test,-2024-04-08-181800_png.jpg,9,False,0,9,0,0,0
332,000332.jpg,540,960,test,PHOTO-2024-10-10-14-22-00.jpg,45,False,0,0,45,0,0
333,000333.jpg,640,640,valid,Besi-T-Beam_jpg,19,False,0,19,0,0,0
334,000334.jpg,640,640,train,-2024-04-08-181752_png_jpg,5,False,0,5,0,0,0
335,000335.jpg,358,178,train,-2024-04-09-190700.png,5,False,0,5,0,0,0
336,000336.jpg,394,198,train,-2024-04-08-181342.png,5,False,0,5,0,0,0
337,000337.jpg,416,215,train,-2024-04-08-181441_png.jpg,5,False,0,5,0,0,0
338,000338.jpg,410,248,train,-2024-04-08-181430.png,5,False,0,5,0,0,0
339,000339.jpg,640,640,train,-2024-04-08-181302_png_jpg,4,False,0,4,0,0,0
340,000340.jpg,640,640,train,2b13b33baf8efae5a7c98d265a29d9b_png_jpg,10,False,0,10,0,0,0
341,000341.jpg,640,640,train,-2024-04-08-181514_png_jpg,5,False,0,5,0,0,0
342,000342.jpg,640,640,train,-2024-04-10-132159_png_jpg,9,False,0,9,0,0,0
343,000343.jpg,640,640,train,-2024-04-08-181825_png_jpg,4,False,0,4,0,0,0
344,000344.jpg,392,278,train,-_20230705013609.png,3,False,0,3,0,0,0
345,000345.jpg,297,325,train,-2024-04-08-180157_png.jpg,3,False,0,0,3,0,0
346,000346.jpg,640,640,train,55f2e3dcaca58008c38d3de88bfed5a_png,20,False,0,20,0,0,0
347,000347.jpg,1095,727,train,-_20230924182500_png.jpg,9,False,0,0,9,0,0
348,000348.jpg,718,416,train,13ee5b15fa3a156bb16bb7383011af0.png,3,False,0,0,3,0,0
349,000349.jpg,640,640,train,-2024-04-08-181453_png_jpg,5,False,0,5,0,0,0
350,000350.jpg,600,445,train,img_121.jpg,4,False,0,0,4,0,0
351,000351.jpg,465,503,train,-2024-04-08-181047.png,5,False,0,5,0,0,0
352,000352.jpg,416,416,train,fe395024-27.jpg,36,False,0,0,0,36,0
353,000353.jpg,640,640,train,-2024-04-10-133630_png_jpg,6,False,0,6,0,0,0
354,000354.jpg,640,640,train,-_20230924182509_png_jpg,5,False,0,5,0,0,0
355,000355.jpg,640,640,train,-_20230924182506_png_jpg,5,False,0,5,0,0,0
356,000356.jpg,639,456,train,Harga-Besi-T-Beam.jpg,10,False,0,10,0,0,0
357,000357.jpg,286,286,train,l1wafxgc_png.jpg,3,False,0,0,3,0,0
358,000358.jpg,296,322,train,-2024-04-08-181001.png,10,False,0,10,0,0,0
359,000359.jpg,640,640,train,55f2e3dcaca58008c38d3de88bfed5a_png_jpg,20,False,0,20,0,0,0
360,000360.jpg,225,225,test,images-1-.jpg,3,False,0,3,0,0,0
361,000361.jpg,797,784,test,2b13b33baf8efae5a7c98d265a29d9b.png,10,False,0,10,0,0,0
362,000362.jpg,367,318,test,-2024-04-08-180136_png.jpg,2,False,0,0,2,0,0
363,000363.jpg,640,640,valid,-2024-04-08-181056_png_jpg,2,False,0,2,0,0,0
364,000364.jpg,425,218,train,-2024-04-08-181435_png.jpg,5,False,0,5,0,0,0
365,000365.jpg,347,292,test,-2024-04-08-181520_png.jpg,5,False,0,5,0,0,0
366,000366.jpg,1080,486,train,65867ef9-762d-4a64-afe5-739d073e49da.jpg,658,False,658,0,0,0,0
367,000367.jpg,640,640,train,-_20230924182503_png_jpg,5,False,0,5,0,0,0
368,000368.jpg,640,640,train,-2024-04-10-133606_png_jpg,4,False,0,4,0,0,0
369,000369.jpg,416,416,train,fe395024-27.jpg,27,False,0,0,0,27,0
370,000370.jpg,640,640,train,52a9972f9c6177ed93c9ee9718fb72a_png_jpg,9,False,0,9,0,0,0
371,000371.jpg,404,568,train,0f4060d50c39f101b100626f93d1f04.png,10,False,0,10,0,0,0
372,000372.jpg,960,1280,train,YARD-J-1.jpg,0,True,0,0,0,0,0
373,000373.jpg,640,640,train,63425d5759c4599a8fe3dca4673630a_png_jpg,20,False,0,20,0,0,0
374,000374.jpg,640,640,train,-2024-04-08-181703_png_jpg,5,False,0,5,0,0,0
375,000375.jpg,540,960,train,3b4ae7ba-46e9-4ea2-81c8-863f8907b44c.jpg,80,False,0,0,80,0,0
376,000376.jpg,331,215,test,-2024-04-08-181056_png.jpg,3,False,0,3,0,0,0
377,000377.jpg,640,640,test,-2024-04-10-132132_png,7,False,0,7,0,0,0
378,000378.jpg,416,416,train,417_original_png.jpg,15,False,0,0,0,15,0
379,000379.jpg,404,417,test,-2024-04-08-180059_png.jpg,3,False,0,0,3,0,0
380,000380.jpg,640,640,train,-2024-04-09-190750_png_jpg,5,False,0,5,0,0,0
381,000381.jpg,392,278,test,-_20230705013609_png.jpg,3,False,0,3,0,0,0
382,000382.jpg,503,303,train,c00ccebb664def77130f55678b31ed1.png,10,False,0,10,0,0,0
383,000383.jpg,640,640,train,-_20230820171912_png_jpg,21,False,0,21,0,0,0
384,000384.jpg,1280,720,train,WhatsApp-Image-2025-12-18-at-09-27-38.jpeg,132,False,132,0,0,0,0
385,000385.jpg,640,640,train,417_original_png_jpg,10,False,0,0,0,10,0
386,000386.jpg,640,640,train,55f2e3dcaca58008c38d3de88bfed5a_png_jpg,18,False,0,18,0,0,0
387,000387.jpg,640,640,train,-2024-04-08-181819_png_jpg,7,False,0,7,0,0,0
388,000388.jpg,640,640,test,16c3ab3b-13_jpg,28,False,0,0,0,28,0
389,000389.jpg,403,259,train,-2024-04-08-181337.png,5,False,0,5,0,0,0
390,000390.jpg,640,640,train,-2024-04-09-190603_png_jpg,5,False,0,5,0,0,0
391,000391.jpg,640,640,train,-_20240404161215_png_jpg,2,False,0,2,0,0,0
392,000392.jpg,441,676,valid,-2024-04-08-181616.png,7,False,0,7,0,0,0
393,000393.jpg,136,129,train,irii8idx_png.jpg,8,False,0,8,0,0,0
394,000394.jpg,848,461,train,-_20240404161218.png,7,False,0,7,0,0,0
395,000395.jpg,640,640,train,-2024-04-08-181235_png_jpg,5,False,0,5,0,0,0
396,000396.jpg,484,283,train,-_20230924182506.png,5,False,0,5,0,0,0
397,000397.jpg,215,160,train,-2024-04-08-181746.png,5,False,0,5,0,0,0
398,000398.jpg,640,640,train,-2024-04-08-181009_png_jpg,5,False,0,5,0,0,0
399,000399.jpg,500,500,train,steelbeam21.jpg,4,False,0,0,4,0,0
400,000400.jpg,960,1280,train,YARD-J-LORONG-TIKUS.jpg,0,True,0,0,0,0,0
401,000401.jpg,184,234,train,-2024-04-08-181819.png,10,False,0,10,0,0,0
402,000402.jpg,640,640,train,-2024-04-08-181409_png_jpg,5,False,0,5,0,0,0
403,000403.jpg,351,174,train,-2024-04-09-190707.png,6,False,0,6,0,0,0
404,000404.jpg,640,883,train,-_20240404161215_png.jpg,2,False,0,2,0,0,0
405,000405.jpg,960,540,train,47791c27-13db-4650-bda9-5b1dd804f321.jpg,262,False,262,0,0,0,0
406,000406.jpg,414,262,test,-2024-04-08-181425.png,5,False,0,5,0,0,0
407,000407.jpg,640,640,train,-_20230924182518_png_jpg,5,False,0,5,0,0,0
408,000408.jpg,483,273,train,-_20230924182518.png,5,False,0,5,0,0,0
409,000409.jpg,960,1280,train,WH-K-4.jpg,0,True,0,0,0,0,0
410,000410.jpg,259,300,test,img_73.jpg,1,False,0,0,1,0,0
411,000411.jpg,891,500,train,steelbeam54.jpg,8,False,0,0,8,0,0
412,000412.jpg,477,346,train,-2024-04-08-175806_png.jpg,8,False,0,0,8,0,0
413,000413.jpg,640,640,train,-_20230924182515_png_jpg,10,False,0,10,0,0,0
414,000414.jpg,640,640,train,-_20230924182503_png,5,False,0,5,0,0,0
415,000415.jpg,410,248,valid,-2024-04-08-181430_png.jpg,5,False,0,5,0,0,0
416,000416.jpg,292,201,valid,-2024-04-09-190619.png,6,False,0,6,0,0,0
417,000417.jpg,640,640,train,-2024-04-08-181453_png,5,False,0,5,0,0,0
418,000418.jpg,640,640,train,2b13b33baf8efae5a7c98d265a29d9b_png_jpg,10,False,0,10,0,0,0
419,000419.jpg,867,1156,train,c58c53af-4792-4ce9-82d5-48642c074a7f.jpg,475,False,475,0,0,0,0
420,000420.jpg,416,416,train,d5f3ab32-26.jpg,32,False,0,0,0,32,0
421,000421.jpg,640,640,train,8c41814c-8_jpg,6,False,0,0,0,6,0
422,000422.jpg,416,416,test,c048c3db-14_jpeg.jpg,23,False,0,0,0,23,0
423,000423.jpg,640,640,train,ddf31c9f68566960fe78a1d6bd88ecb_png,4,False,0,4,0,0,0
424,000424.jpg,595,502,train,-_20230708190618_png.jpg,4,False,0,4,0,0,0
425,000425.jpg,640,640,train,-2024-04-08-181703_png_jpg,5,False,0,5,0,0,0
426,000426.jpg,640,640,train,-_20230708190552_png_jpg,2,False,0,2,0,0,0
427,000427.jpg,640,640,train,-2024-04-09-190716_png_jpg,6,False,0,6,0,0,0
428,000428.jpg,575,597,train,52a9972f9c6177ed93c9ee9718fb72a.png,10,False,0,10,0,0,0
429,000429.jpg,416,416,train,fe395024-27.jpg,33,False,0,0,0,33,0
430,000430.jpg,233,131,train,-2024-04-10-133618.png,4,False,0,4,0,0,0
431,000431.jpg,640,640,train,-2024-04-08-181353_png_jpg,5,False,0,5,0,0,0
432,000432.jpg,640,640,train,-2024-04-08-181332_png_jpg,5,False,0,5,0,0,0
433,000433.jpg,1290,1050,valid,-_20230924182448_png.jpg,4,False,0,0,4,0,0
434,000434.jpg,416,416,train,d01bdd40-12.jpg,38,False,0,0,0,38,0
435,000435.jpg,640,640,train,-_20230708190548_png_jpg,3,False,0,3,0,0,0
436,000436.jpg,640,640,train,-_20240404161215_png_jpg,3,False,0,3,0,0,0
437,000437.jpg,220,167,valid,-2024-04-08-181729.png,5,False,0,5,0,0,0
438,000438.jpg,574,1020,train,2ea78bdd-bce1-4012-b19e-68c24bef3647.jpg,195,False,0,0,195,0,0
439,000439.jpg,720,1280,train,WH-K-3.jpg,0,True,0,0,0,0,0
440,000440.jpg,640,640,train,-2024-04-10-132159_png_jpg,7,False,0,7,0,0,0
441,000441.jpg,640,640,train,e6c6ea18-15_jpg,15,False,0,0,0,15,0
442,000442.jpg,640,640,train,-2024-04-08-181609_png_jpg,8,False,0,8,0,0,0
443,000443.jpg,640,640,train,-2024-04-08-181616_png,8,False,0,8,0,0,0
444,000444.jpg,640,640,train,-2024-04-09-190957_png_jpg,14,False,0,14,0,0,0
445,000445.jpg,625,708,valid,-2024-04-09-190957.png,15,False,0,15,0,0,0
446,000446.jpg,640,640,train,c8902ef8e99e0a92d38e98ccb831d94_png_jpg,10,False,0,10,0,0,0
447,000447.jpg,500,500,train,img_137.jpg,1,False,0,0,1,0,0
448,000448.jpg,435,287,train,-2024-04-08-175631.png,2,False,0,0,2,0,0
449,000449.jpg,640,640,train,-2024-04-10-132306_png_jpg,6,False,0,6,0,0,0
450,000450.jpg,486,1080,train,f3336d5d-4d55-453c-8a26-5c7ff938f84d.jpg,28,False,0,0,28,0,0
451,000451.jpg,640,640,train,-2024-04-08-181030_png_jpg,4,False,0,4,0,0,0
452,000452.jpg,640,640,train,bd9682d2-3730-412c-a7c2-d41bafdd9416_png,5,False,0,5,0,0,0
453,000453.jpg,456,575,train,a11e48597575f2867df096f0aff0f8c.png,10,False,0,10,0,0,0
454,000454.jpg,640,640,train,xc066iwm_png_jpg,8,False,0,8,0,0,0
455,000455.jpg,640,640,train,-2024-04-08-181746_png_jpg,5,False,0,5,0,0,0
456,000456.jpg,640,640,train,-2024-04-10-132159_png_jpg,5,False,0,5,0,0,0
457,000457.jpg,640,640,valid,-_20230708190618_png_jpg,4,False,0,4,0,0,0
458,000458.jpg,640,640,train,-_20240404161218_png_jpg,7,False,0,7,0,0,0
459,000459.jpg,640,640,train,-2024-04-09-190619_png_jpg,6,False,0,6,0,0,0
460,000460.jpg,608,1080,train,9755406a-8517-4ae6-b24d-1230487eeb40.jpg,144,False,0,0,144,0,0
461,000461.jpg,640,640,train,-2024-04-08-181115_png_jpg,3,False,0,3,0,0,0
462,000462.jpg,466,315,train,-_20230924182503.png,5,False,0,5,0,0,0
463,000463.jpg,640,640,valid,-2024-04-08-181520_png_jpg,5,False,0,5,0,0,0
464,000464.jpg,500,500,train,img_98.jpg,2,False,0,0,2,0,0
465,000465.jpg,640,640,train,-2024-04-09-190700_png_jpg,5,False,0,5,0,0,0
466,000466.jpg,912,651,train,-_20230708190552.png,2,False,0,2,0,0,0
467,000467.jpg,640,640,train,-2024-04-08-181107_png_jpg,6,False,0,6,0,0,0
468,000468.jpg,889,741,train,5baa02c65ffc09eaf3235a2eb5be451_png.jpg,12,False,0,0,12,0,0
469,000469.jpg,640,640,valid,-2024-04-08-181248_png_jpg,10,False,0,10,0,0,0
470,000470.jpg,640,640,train,-2024-04-09-190744_png_jpg,6,False,0,6,0,0,0
471,000471.jpg,640,640,train,-2024-04-09-190648_png_jpg,8,False,0,8,0,0,0
472,000472.jpg,640,640,test,WhatsApp-Image-2024-12-11-at-16-37-00_5e56e57e_jpg,0,True,0,0,0,0,0
473,000473.jpg,730,564,test,-_20230924182454_png.jpg,4,False,0,0,4,0,0
474,000474.jpg,356,237,train,-2024-04-08-181107.png,3,False,0,3,0,0,0
475,000475.jpg,640,640,train,-_20240404161215_png_jpg,2,False,0,2,0,0,0
476,000476.jpg,218,229,train,-2024-04-08-181137.png,10,False,0,10,0,0,0
477,000477.jpg,1020,574,test,b2493ca8-652e-4282-a8fc-95dea3f64391.jpg,498,False,498,0,0,0,0
478,000478.jpg,640,640,train,0f4060d50c39f101b100626f93d1f04_png_jpg,10,False,0,10,0,0,0
479,000479.jpg,640,640,train,-2024-04-08-181425_png_jpg,5,False,0,5,0,0,0
480,000480.jpg,640,640,train,-2024-04-08-180945_png_jpg,10,False,0,10,0,0,0
481,000481.jpg,640,640,train,-2024-04-10-131727_png_jpg,6,False,0,6,0,0,0
482,000482.jpg,501,516,train,-_20230924182515_png.jpg,10,False,0,10,0,0,0
483,000483.jpg,286,286,train,8hofgt5m_png.jpg,3,False,0,0,3,0,0
484,000484.jpg,366,215,train,-2024-04-09-190603.png,6,False,0,6,0,0,0
485,000485.jpg,640,640,train,-_20230924182515_png_jpg,10,False,0,10,0,0,0
486,000486.jpg,471,329,train,-2024-04-10-132306_png.jpg,6,False,0,6,0,0,0
487,000487.jpg,640,640,train,-2024-04-08-181403_png_jpg,5,False,0,5,0,0,0
488,000488.jpg,469,342,train,-2024-04-08-180015_png.jpg,4,False,0,0,4,0,0
489,000489.jpg,640,640,train,-2024-04-10-132306_png_jpg,6,False,0,6,0,0,0
490,000490.jpg,500,500,train,000009.jpg,1,False,0,0,1,0,0
491,000491.jpg,421,467,train,-2024-04-08-180937.png,10,False,0,10,0,0,0
492,000492.jpg,640,640,train,-2024-04-10-132306_png_jpg,7,False,0,7,0,0,0
493,000493.jpg,640,640,train,-2024-04-08-181703_png_jpg,4,False,0,4,0,0,0
494,000494.jpg,223,234,train,-2024-04-08-181132.png,10,False,0,10,0,0,0
495,000495.jpg,640,640,test,WhatsApp-Image-2024-12-11-at-16-37-01_8cc7dd8c_jpg,0,True,0,0,0,0,0
496,000496.jpg,225,225,train,images-5-.jpg,5,False,0,5,0,0,0
497,000497.jpg,640,640,train,-_20230708190558_png_jpg,20,False,0,20,0,0,0
498,000498.jpg,640,640,train,eb43f681d886ca1a7f144046469daf0_png,5,False,0,5,0,0,0
499,000499.jpg,640,640,train,-2024-04-09-190738_png_jpg,5,False,0,5,0,0,0
500,000500.jpg,1012,644,test,4aedfa6ec53befe81c754afb6a00c59.png,21,False,0,21,0,0,0
501,000501.jpg,640,640,train,-2024-04-08-181030_png_jpg,6,False,0,6,0,0,0
502,000502.jpg,259,300,test,img_73.jpg,1,False,0,0,1,0,0
503,000503.jpg,640,640,train,-2024-04-09-190757_png_jpg,6,False,0,6,0,0,0
504,000504.jpg,248,185,train,-2024-04-08-181539.png,4,False,0,4,0,0,0
505,000505.jpg,640,640,train,-2024-04-09-190716_png_jpg,6,False,0,6,0,0,0
506,000506.jpg,640,640,test,-2024-04-08-180937_png,10,False,0,10,0,0,0
507,000507.jpg,672,213,train,-2024-04-08-181703.png,6,False,0,6,0,0,0
508,000508.jpg,640,640,valid,-_20230705013609_png_jpg,3,False,0,3,0,0,0
509,000509.jpg,416,416,train,fe395024-27.jpg,39,False,0,0,0,39,0
510,000510.jpg,640,640,valid,-_20230705013609_png_jpg,3,False,0,3,0,0,0
511,000511.jpg,1134,777,train,-_20230924182451_png.jpg,4,False,0,0,4,0,0
512,000512.jpg,412,258,valid,-2024-04-08-181030.png,4,False,0,4,0,0,0
513,000513.jpg,640,640,train,-2024-04-08-181453_png_jpg,5,False,0,5,0,0,0
514,000514.jpg,414,371,train,-2024-04-08-175704.png,3,False,0,0,3,0,0
515,000515.jpg,396,252,train,-2024-04-08-181453.png,5,False,0,5,0,0,0
516,000516.jpg,780,1040,train,PHOTO-2024-10-10-18-41-20.jpg,84,False,0,0,0,0,84
517,000517.jpg,640,640,train,-2024-04-10-133630_png_jpg,6,False,0,6,0,0,0
518,000518.jpg,640,640,valid,-2024-04-09-190738_png,5,False,0,5,0,0,0
519,000519.jpg,640,640,train,irii8idx_png_jpg,9,False,0,9,0,0,0
520,000520.jpg,146,168,train,-2024-04-10-131727.png,6,False,0,6,0,0,0
521,000521.jpg,312,148,train,-2024-04-08-181800.png,9,False,0,9,0,0,0
522,000522.jpg,640,640,valid,fe395024-27_jpg,22,False,0,0,0,22,0
523,000523.jpg,285,285,train,img_113.jpg,1,False,0,0,1,0,0
524,000524.jpg,388,207,valid,72f629d38f7cad8a5a767fbe1c8c47b.png,10,False,0,10,0,0,0
525,000525.jpg,413,190,train,-2024-04-09-190648.png,8,False,0,8,0,0,0
526,000526.jpg,640,640,train,-2024-04-08-181115_png_jpg,3,False,0,3,0,0,0
527,000527.jpg,640,640,train,-_20240404161218_png_jpg,7,False,0,7,0,0,0
528,000528.jpg,416,416,train,417_original_png.jpg,5,False,0,0,0,5,0
529,000529.jpg,912,651,train,-_20230708190552_png.jpg,2,False,0,2,0,0,0
530,000530.jpg,607,1080,test,PHOTO-2024-10-10-17-33-33.jpg,83,False,0,0,0,0,83
531,000531.jpg,195,179,train,-2024-04-08-181724.png,4,False,0,4,0,0,0
532,000532.jpg,574,1020,test,88541225-982e-4240-8f6d-e7da49b2e0e2.jpg,42,False,0,0,42,0,0
533,000533.jpg,640,640,train,72f629d38f7cad8a5a767fbe1c8c47b_png_jpg,10,False,0,10,0,0,0
534,000534.jpg,640,640,train,4aedfa6ec53befe81c754afb6a00c59_png,17,False,0,17,0,0,0
535,000535.jpg,1077,830,train,d573a1a8ebd9fed84355b19c820fd55.png,20,False,0,20,0,0,0
536,000536.jpg,640,640,train,-2024-04-10-133618_png_jpg,4,False,0,4,0,0,0
537,000537.jpg,574,1020,train,94586dd6-4b64-4255-8dc0-01b7d8b1ac11.jpg,166,False,166,0,0,0,0
538,000538.jpg,640,640,train,-2024-04-08-180945_png_jpg,10,False,0,10,0,0,0
539,000539.jpg,179,130,valid,-2024-04-08-181825.png,5,False,0,5,0,0,0
540,000540.jpg,320,295,train,-2024-04-08-175552.png,4,False,0,0,4,0,0
541,000541.jpg,300,300,valid,img_88.jpg,2,False,0,0,2,0,0
542,000542.jpg,640,640,train,-2024-04-08-181337_png_jpg,5,False,0,5,0,0,0
543,000543.jpg,565,615,train,7d2b6e9a3a463279150b7312f8b3ec6.png,10,False,0,10,0,0,0
544,000544.jpg,416,416,test,c048c3db-14_jpeg.jpg,22,False,0,0,0,22,0
545,000545.jpg,640,640,train,8c41814c-8_jpg,27,False,0,0,0,27,0
546,000546.jpg,640,640,train,-2024-04-08-181403_png_jpg,5,False,0,5,0,0,0
547,000547.jpg,640,640,train,-2024-04-08-181752_png_jpg,5,False,0,5,0,0,0
548,000548.jpg,308,278,test,ahxol49d_png.jpg,13,False,0,0,13,0,0
549,000549.jpg,640,640,train,-2024-04-08-181729_png_jpg,4,False,0,4,0,0,0
550,000550.jpg,640,640,train,-2024-04-09-190957_png_jpg,15,False,0,15,0,0,0
551,000551.jpg,500,500,test,img_123.jpg,1,False,0,0,1,0,0
552,000552.jpg,247,262,valid,c8902ef8e99e0a92d38e98ccb831d94_png.jpg,10,False,0,10,0,0,0
553,000553.jpg,640,640,train,-_20240404161215_png,2,False,0,2,0,0,0
554,000554.jpg,525,255,train,-_20230924182509_png.jpg,5,False,0,5,0,0,0
555,000555.jpg,415,429,train,-2024-04-08-175718_png.jpg,4,False,0,0,4,0,0
556,000556.jpg,640,640,test,steelbeam148_jpg,148,False,0,148,0,0,0
557,000557.jpg,178,131,train,-2024-04-08-181805_png.jpg,4,False,0,4,0,0,0
558,000558.jpg,304,369,train,-2024-04-08-180117.png,2,False,0,0,2,0,0
559,000559.jpg,640,640,test,-2024-04-09-190630_png_jpg,3,False,0,3,0,0,0
560,000560.jpg,907,322,valid,-_20230708190558.png,20,False,0,20,0,0,0
561,000561.jpg,640,640,train,-2024-04-08-181425_png_jpg,6,False,0,6,0,0,0
562,000562.jpg,640,640,train,-2024-04-09-190738_png_jpg,5,False,0,5,0,0,0
563,000563.jpg,640,640,train,-2024-04-09-190603_png_jpg,5,False,0,5,0,0,0
564,000564.jpg,640,640,test,-2024-04-09-190723_png_jpg,4,False,0,4,0,0,0
565,000565.jpg,416,416,train,1670333703-5cdf9b336c4b445e5e7cfce6.jpg,7,False,0,0,0,7,0
566,000566.jpg,640,640,train,52a9972f9c6177ed93c9ee9718fb72a_png,10,False,0,10,0,0,0
567,000567.jpg,640,640,train,-_20240404161218_png,7,False,0,7,0,0,0
568,000568.jpg,640,640,train,-2024-04-08-181819_png_jpg,9,False,0,9,0,0,0
569,000569.jpg,640,640,train,-2024-04-08-181514_png_jpg,6,False,0,6,0,0,0
570,000570.jpg,388,263,train,-2024-04-08-181332.png,5,False,0,5,0,0,0
571,000571.jpg,640,640,train,923a108f41cc108b080c4fe180deb58_png_jpg,10,False,0,10,0,0,0
572,000572.jpg,640,640,train,8c41814c-8_jpg,30,False,0,0,0,30,0
573,000573.jpg,1080,810,train,01f13791-5551-41b7-8fa6-ee5152710173.jpg,48,False,0,0,48,0,0
574,000574.jpg,913,790,train,-_20230820171912.png,23,False,0,23,0,0,0
575,000575.jpg,196,170,train,-2024-04-08-181752.png,5,False,0,5,0,0,0
576,000576.jpg,431,343,train,-2024-04-08-175651_png.jpg,3,False,0,0,3,0,0
577,000577.jpg,174,213,train,-2024-04-08-181248_png.jpg,10,False,0,10,0,0,0
578,000578.jpg,500,500,train,img_137.jpg,1,False,0,0,1,0,0
579,000579.jpg,416,416,valid,8c41814c-8.jpg,29,False,0,0,0,29,0
580,000580.jpg,640,640,train,-_20230708190625_png_jpg,12,False,0,12,0,0,0
581,000581.jpg,1080,486,train,51d9790d-6350-485f-bc87-bd3aea0b0f45.jpg,661,False,661,0,0,0,0
582,000582.jpg,727,532,train,-_20230924182457_png.jpg,4,False,0,0,4,0,0
583,000583.jpg,640,640,valid,-_20230924182512_png_jpg,5,False,0,5,0,0,0
584,000584.jpg,718,416,train,13ee5b15fa3a156bb16bb7383011af0_png.jpg,3,False,0,0,3,0,0
585,000585.jpg,640,640,train,-2024-04-10-132132_png_jpg,7,False,0,7,0,0,0
586,000586.jpg,392,285,train,-2024-04-10-133445.png,6,False,0,6,0,0,0
587,000587.jpg,205,166,train,-2024-04-08-181739.png,5,False,0,5,0,0,0
588,000588.jpg,640,640,train,-2024-04-09-190619_png,6,False,0,6,0,0,0
589,000589.jpg,1080,810,train,64d267bd-18be-4d79-80b1-29f83f69812f.jpg,0,True,0,0,0,0,0
590,000590.jpg,285,285,train,img_113.jpg,1,False,0,0,1,0,0
591,000591.jpg,300,300,train,product-0323479001538175476-o.jpg,12,False,0,12,0,0,0
592,000592.jpg,640,640,train,-2024-04-08-180955_png_jpg,10,False,0,10,0,0,0
593,000593.jpg,640,640,train,c00ccebb664def77130f55678b31ed1_png,10,False,0,10,0,0,0
594,000594.jpg,960,1280,train,YARD-J.jpg,0,True,0,0,0,0,0
595,000595.jpg,640,640,test,16c3ab3b-13_jpg,19,False,0,0,0,19,0
596,000596.jpg,500,500,train,img_71.jpg,1,False,0,0,1,0,0
597,000597.jpg,327,247,train,wq2zir67_png.jpg,4,False,0,0,4,0,0
598,000598.jpg,215,156,train,-2024-04-09-190723.png,4,False,0,4,0,0,0
599,000599.jpg,640,640,train,-_20230924182515_png_jpg,10,False,0,10,0,0,0
