source_group,n_canonical_images,original_splits,crosses_original_splits,objects_total,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile,negative_images
6c04c28e-cc96-43cc-9e1f-b2d0d0c7c5ee.jpg,1,train,False,421,421,0,0,0,0,0
72f629d38f7cad8a5a767fbe1c8c47b.png,1,train,False,10,0,10,0,0,0,0
72f629d38f7cad8a5a767fbe1c8c47b_png.jpg,1,train,False,10,0,10,0,0,0,0
72f629d38f7cad8a5a767fbe1c8c47b_png_jpg,1,train,False,10,0,10,0,0,0,0
7496e1da-eefb-472b-abf2-576548470bf3.jpg,1,train,False,0,0,0,0,0,0,1
759f370d-c956-46cf-aa38-c9d6059b855d.jpg,1,train,False,0,0,0,0,0,0,1
75eca624-51dc-4c3c-b562-01af37c83370.jpg,1,train,False,462,462,0,0,0,0,0
7d2b6e9a3a463279150b7312f8b3ec6.png,1,train,False,10,0,10,0,0,0,0
7d2b6e9a3a463279150b7312f8b3ec6_png.jpg,1,train,False,9,0,9,0,0,0,0
7d2b6e9a3a463279150b7312f8b3ec6_png_jpg,1,valid,False,10,0,10,0,0,0,0
7f2f593r_png.jpg,1,test,False,7,0,0,7,0,0,0
7f954053-8e72-4556-82a9-809ff3810fb1.jpg,1,train,False,273,52,0,221,0,0,0
7p96blxd_png.jpg,1,test,False,5,0,0,5,0,0,0
86605a3e-c9cf-4fbf-aabf-952a7b24b408.jpg,1,train,False,16,0,0,16,0,0,0
88541225-982e-4240-8f6d-e7da49b2e0e2.jpg,1,train,False,42,0,0,42,0,0,0
8aa04eb3-626c-4a67-b793-80ddd774a7c8.jpg,1,train,False,170,170,0,0,0,0,0
8c1ef5ca-bc5b-4f76-9150-408f28da951e.jpg,1,train,False,143,143,0,0,0,0,0
8c41814c-8.jpg,6,test|train|valid,True,103,0,0,0,103,0,0
8c41814c-8_jpg,4,train,False,98,0,0,0,98,0,0
8ea64c42-3a4c-4a22-a4c8-297905eb331a.jpg,1,train,False,42,0,0,42,0,0,0
8hofgt5m_png.jpg,1,test,False,3,0,0,3,0,0,0
923a108f41cc108b080c4fe180deb58.png,1,train,False,10,0,10,0,0,0,0
923a108f41cc108b080c4fe180deb58_png.jpg,1,train,False,10,0,10,0,0,0,0
923a108f41cc108b080c4fe180deb58_png_jpg,3,train|valid,True,30,0,30,0,0,0,0
94586dd6-4b64-4255-8dc0-01b7d8b1ac11.jpg,1,train,False,166,166,0,0,0,0,0
94f76c37-4bb3-4a2d-bdba-4ac1cd4c86cf.jpg,1,train,False,21,0,0,21,0,0,0
9726cfb3c55806a364cf3645086f339_png.jpg,1,train,False,12,0,0,12,0,0,0
9755406a-8517-4ae6-b24d-1230487eeb40.jpg,1,train,False,144,0,0,144,0,0,0
9a4d57a2-0362-4187-bde1-e89688adc324.jpg,1,train,False,154,154,0,0,0,0,0
Besi-T-Beam.jpg,2,train,False,36,0,36,0,0,0,0
Besi-T-Beam_jpg,2,train,False,36,0,36,0,0,0,0
Harga-Besi-T-Beam.jpg,1,valid,False,10,0,10,0,0,0,0
Harga-Besi-T-Beam_jpg,1,train,False,10,0,10,0,0,0,0
I-beam-price1.jpg,1,valid,False,1,0,0,1,0,0,0
I-beam-price10.jpg,1,train,False,5,0,0,5,0,0,0
I-beam-price17.jpg,1,train,False,1,0,0,1,0,0,0
I-beam-price18.jpg,1,train,False,6,0,0,6,0,0,0
I-beam-price4.jpg,1,test,False,1,0,0,1,0,0,0
PHOTO-2024-10-10-14-22-00.jpg,1,train,False,45,0,0,45,0,0,0
PHOTO-2024-10-10-17-33-33.jpg,1,train,False,83,0,0,0,0,83,0
PHOTO-2024-10-10-18-41-20.jpg,1,valid,False,84,0,0,0,0,84,0
SUS-ASTM-Universal-Formwork-Channel-A36-Welding-Steel-H-Beam-for-Bridge-Building-Material.jpg,1,train,False,29,0,0,29,0,0,0
WH-J-1.jpg,1,train,False,0,0,0,0,0,0,1
WH-K-2.jpg,1,train,False,0,0,0,0,0,0,1
WH-K-3.jpg,1,train,False,0,0,0,0,0,0,1
WH-K-4.jpg,1,valid,False,0,0,0,0,0,0,1
WH-K.jpg,1,train,False,0,0,0,0,0,0,1
WH-L-1.jpg,1,test,False,0,0,0,0,0,0,1
WH-L.jpg,1,train,False,0,0,0,0,0,0,1
WHSE-M.jpg,1,test,False,0,0,0,0,0,0,1
Welded-Steel-Section-with-T-Shape.jpg,2,train,False,26,0,26,0,0,0,0
Welded-Steel-Section-with-T-Shape_jpg,1,train,False,13,0,13,0,0,0,0
WhatsApp-Image-2024-12-11-at-16-37-00_5e56e57e_jpg,1,train,False,0,0,0,0,0,0,1
WhatsApp-Image-2024-12-11-at-16-37-01_8cc7dd8c_jpg,1,train,False,0,0,0,0,0,0,1
WhatsApp-Image-2025-12-18-at-09-27-38.jpeg,1,train,False,132,132,0,0,0,0,0
WhatsApp-Image-2025-12-18-at-11-56-00.jpeg,1,train,False,92,0,0,92,0,0,0
YARD-J-1.jpg,1,train,False,0,0,0,0,0,0,1
YARD-J-DEPAN-WH-K.jpg,1,train,False,0,0,0,0,0,0,1
YARD-J-DEPAN-WH-L.jpg,1,train,False,0,0,0,0,0,0,1
YARD-J-LORONG-TIKUS.jpg,1,train,False,0,0,0,0,0,0,1
YARD-J.jpg,1,train,False,0,0,0,0,0,0,1
a11e48597575f2867df096f0aff0f8c.png,1,train,False,10,0,10,0,0,0,0
a11e48597575f2867df096f0aff0f8c_png,1,train,False,10,0,10,0,0,0,0
a11e48597575f2867df096f0aff0f8c_png.jpg,1,train,False,10,0,10,0,0,0,0
a11e48597575f2867df096f0aff0f8c_png_jpg,1,train,False,9,0,9,0,0,0,0
a542eea0-3457-48fb-b251-a2de8b20507b.jpg,1,train,False,33,0,0,33,0,0,0
a7352af9-e798-48f7-b5fa-59d6b5a284ed.jpg,1,train,False,264,264,0,0,0,0,0
aefc528c-6ee9-4f61-81f9-c945f58343dd.jpg,1,train,False,45,0,0,45,0,0,0
ahxol49d.png,1,train,False,6,0,0,6,0,0,0
ahxol49d_png.jpg,1,train,False,13,0,0,13,0,0,0
b13bf2a1-9ea0-457d-b9c3-074405b5f03a.jpg,1,train,False,0,0,0,0,0,0,1
b2493ca8-652e-4282-a8fc-95dea3f64391.jpg,1,train,False,498,498,0,0,0,0,0
bd9682d2-3730-412c-a7c2-d41bafdd9416.png,1,train,False,5,0,5,0,0,0,0
bd9682d2-3730-412c-a7c2-d41bafdd9416_png,1,train,False,5,0,5,0,0,0,0
c00ccebb664def77130f55678b31ed1.png,1,train,False,10,0,10,0,0,0,0
c00ccebb664def77130f55678b31ed1_png,1,train,False,10,0,10,0,0,0,0
c048c3db-14_jpeg.jpg,2,test|train,True,45,0,0,0,45,0,0
c31a9bf3-eb7b-472d-9e20-24b75b5eddc5.jpg,1,train,False,146,146,0,0,0,0,0
c53b2cdbce75a32fd0107fdacfe80da.png,1,test,False,5,0,5,0,0,0,0
c53b2cdbce75a32fd0107fdacfe80da_png,1,valid,False,5,0,5,0,0,0,0
c53f257f-2c37-4a2c-91cf-4bdadea9f7f8.jpg,1,valid,False,154,154,0,0,0,0,0
c58c53af-4792-4ce9-82d5-48642c074a7f.jpg,1,valid,False,475,475,0,0,0,0,0
c60978eed390eee904ede0407128e00.png,1,train,False,10,0,10,0,0,0,0
c60978eed390eee904ede0407128e00_png_jpg,2,train,False,20,0,20,0,0,0,0
c8902ef8e99e0a92d38e98ccb831d94.png,1,train,False,10,0,10,0,0,0,0
c8902ef8e99e0a92d38e98ccb831d94_png.jpg,1,train,False,10,0,10,0,0,0,0
c8902ef8e99e0a92d38e98ccb831d94_png_jpg,3,train,False,30,0,30,0,0,0,0
d01bdd40-12.jpg,6,train|valid,True,147,0,0,0,147,0,0
d01bdd40-12_jpg,2,train|valid,True,70,0,0,0,70,0,0
d2e9bf12-6da6-49ed-89c2-e7a31326df59.png,1,train,False,3,0,3,0,0,0,0
d2e9bf12-6da6-49ed-89c2-e7a31326df59_png,1,valid,False,3,0,3,0,0,0,0
d573a1a8ebd9fed84355b19c820fd55.png,1,train,False,20,0,20,0,0,0,0
d573a1a8ebd9fed84355b19c820fd55_png,1,test,False,21,0,21,0,0,0,0
d5f3ab32-26.jpg,2,train,False,62,0,0,0,62,0,0
d5f3ab32-26_jpg,1,train,False,33,0,0,0,33,0,0
ddf31c9f68566960fe78a1d6bd88ecb.png,1,train,False,4,0,4,0,0,0,0
ddf31c9f68566960fe78a1d6bd88ecb_png,1,train,False,4,0,4,0,0,0,0
e17dace4-abb1-448e-9bce-f2a36f1a99c4.jpg,1,train,False,0,0,0,0,0,0,1
e327edd1-7.jpg,1,train,False,29,0,0,0,29,0,0
e327edd1-7_jpg,1,train,False,39,0,0,0,39,0,0
e6c6ea18-15.jpg,1,train,False,9,0,0,0,9,0,0
e6c6ea18-15_jpg,1,test,False,15,0,0,0,15,0,0
eb43f681d886ca1a7f144046469daf0.png,1,test,False,5,0,5,0,0,0,0
eb43f681d886ca1a7f144046469daf0_png,1,test,False,5,0,5,0,0,0,0
ecfc3327-59d2-4b13-a011-eb51bb05d766.jpg,1,train,False,0,0,0,0,0,0,1
f1b0a59b-29ce-4d9a-80fb-33556ede7ad3.jpg,1,train,False,188,0,0,188,0,0,0
f3336d5d-4d55-453c-8a26-5c7ff938f84d.jpg,1,train,False,28,0,0,28,0,0,0
fe395024-27.jpg,5,test|train,True,155,0,0,0,155,0,0
fe395024-27_jpg,2,train,False,61,0,0,0,61,0,0
images-1-.jpg,2,train,False,6,0,6,0,0,0,0
images-1-_jpg,1,valid,False,3,0,3,0,0,0,0
images-5-.jpg,2,train|valid,True,13,0,13,0,0,0,0
images-5-_jpg,2,test|valid,True,13,0,13,0,0,0,0
images.jpg,2,train,False,11,0,11,0,0,0,0
images_jpg,1,train,False,5,0,5,0,0,0,0
img_113.jpg,2,train,False,2,0,0,2,0,0,0
img_121.jpg,2,train,False,9,0,0,9,0,0,0
img_123.jpg,1,train,False,1,0,0,1,0,0,0
img_128.jpg,1,train,False,3,0,0,3,0,0,0
img_129.jpg,1,train,False,6,0,0,6,0,0,0
img_137.jpg,2,train|valid,True,2,0,0,2,0,0,0
img_138.jpg,1,train,False,2,0,0,2,0,0,0
img_49.jpg,1,valid,False,1,0,0,1,0,0,0
img_52.jpg,1,test,False,3,0,0,3,0,0,0
img_71.jpg,2,train,False,2,0,0,2,0,0,0
img_73.jpg,2,test|train,True,2,0,0,2,0,0,0
img_76.jpg,1,train,False,2,0,0,2,0,0,0
img_88.jpg,1,train,False,2,0,0,2,0,0,0
img_98.jpg,1,train,False,2,0,0,2,0,0,0
irii8idx.png,1,train,False,9,0,9,0,0,0,0
irii8idx_png.jpg,1,valid,False,8,0,8,0,0,0,0
irii8idx_png_jpg,3,test|train|valid,True,26,0,26,0,0,0,0
l1wafxgc_png.jpg,1,train,False,3,0,0,3,0,0,0
l9i3vdsp_png.jpg,1,train,False,2,0,0,2,0,0,0
og.jpg,5,train,False,318,0,0,0,318,0,0
og_jpg,1,train,False,83,0,0,0,83,0,0
product-0323479001538175476-o.jpg,2,test|train,True,24,0,24,0,0,0,0
steelbeam10.jpg,1,valid,False,21,0,0,21,0,0,0
steelbeam100.jpg,1,train,False,60,0,0,60,0,0,0
steelbeam106.jpg,2,train,False,6,0,0,6,0,0,0
steelbeam134.jpg,1,train,False,35,0,0,35,0,0,0
steelbeam148.jpg,1,test,False,146,0,146,0,0,0,0
steelbeam148_jpg,1,train,False,148,0,148,0,0,0,0
steelbeam21.jpg,2,train,False,8,0,0,8,0,0,0
steelbeam46.jpg,1,train,False,8,0,0,8,0,0,0
steelbeam54.jpg,1,train,False,8,0,0,8,0,0,0
steelbeam64.jpg,1,valid,False,4,0,0,4,0,0,0
steelbeam74.jpg,1,train,False,3,0,0,3,0,0,0
steelbeam75.jpg,1,train,False,7,0,0,7,0,0,0
steelbeam79.jpg,1,train,False,6,0,0,6,0,0,0
wq2zir67_png.jpg,1,train,False,4,0,0,4,0,0,0
xc066iwm.png,1,train,False,8,0,8,0,0,0,0
xc066iwm_png.jpg,1,test,False,8,0,8,0,0,0,0
xc066iwm_png_jpg,3,train,False,24,0,24,0,0,0,0
