master_id,final_split,fold,file_name,orig_split,orig_image_id,source_group,source_name,md5,sha256,width,height,annotation_count,is_negative,class_names,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile
98,test,-1,000098.jpg,train,34,18cf4515-b854-44c9-9f58-1e94104e3d57.jpg,18cf4515-b854-44c9-9f58-1e94104e3d57.jpg,214a79aef522cf2f90a345bd7eb727f8,2bdf3808575837371d6e229bc8acb930183ce0af3c32973bdaae99b159f60090,780,1040,56,False,Sheet Pile,0,0,0,0,56
99,train,8,000099.jpg,train,454,-_20230924182503_png.jpg,-_20230924182503_png.jpg,222b24f486fef10f2a8615a3247ac22d,37ab62a8eff316cbba7fe0420e965477d47470b8db628c5e12f8dde1935b2619,466,315,5,False,T-beam,0,5,0,0,0
100,train,5,000100.jpg,test,36,-2024-04-08-181203_png.jpg,-2024-04-08-181203_png.jpg,22490961c6750088dafaf282547fab35,3ccc09156dc1e0f317eb489f96363ff0ce2978dd2f86ad3c2f91276880c95b46,216,144,5,False,T-beam,0,5,0,0,0
101,train,1,000101.jpg,train,355,000053.jpg,000053.jpg,228fc12b5905238bc5fc10c56fc2d163,6281cf9ad2ff6978c7bcdc3922825794b2e44f201d2c6a8937ffd3bbab1795eb,1000,669,2,False,HI-Beam,0,0,2,0,0
102,train,9,000102.jpg,train,373,YARD-J-DEPAN-WH-K.jpg,YARD-J-DEPAN-WH-K.jpg,229237d2781afd86ecc74f2834c26ef6,0ea0f4c9ee29701cbd9f65596df7544db6b616c8638fa613597c6c9d1c478c30,960,1280,0,True,,0,0,0,0,0
103,train,0,000103.jpg,train,257,-2024-04-10-133630.png,-2024-04-10-133630.png,22dadcdab98dd9f48c270711d6b6a193,8ed587dbd4b1f8526351b74fc6c2ad665ab7e2de03e02b2becc74043618f04a8,190,117,6,False,T-beam,0,6,0,0,0
104,train,5,000104.jpg,test,19,7f2f593r_png.jpg,7f2f593r_png.jpg,2352272a7580659c61eecfac0542c154,52e97278ff010a666aab9d798d4edb0383d4ac3b44e2409300400c195da2e063,921,550,7,False,HI-Beam,0,0,7,0,0
105,train,1,000105.jpg,train,133,55f2e3dcaca58008c38d3de88bfed5a_png_jpg,55f2e3dcaca58008c38d3de88bfed5a_png_jpg,238692c7bb580949ea13298b5f664841,43675bdc5b49d9cf4808023b0313f248eadfb3bb14d057584dca586a30807502,640,640,20,False,T-beam,0,20,0,0,0
106,train,3,000106.jpg,train,504,16c3ab3b-13.jpg,16c3ab3b-13.jpg,243095987e0d66860de119d4d8bf09dd,f4f82071a2c109518dc1fcfd0c69c120c160d2b12703b23fc8b76f9cedd61553,416,416,40,False,Angle Bar,0,0,0,40,0
107,train,7,000107.jpg,valid,12,-2024-04-08-181147_png.jpg,-2024-04-08-181147_png.jpg,245621e40e0ca4eb365e2a4e458c66b0,5b7050e3235849c6b0ffbcd61339fb5b18123b0bf8aa50a1dc50194f6e926c22,286,314,10,False,T-beam,0,10,0,0,0
108,test,6,000108.jpg,train,14,8aa04eb3-626c-4a67-b793-80ddd774a7c8.jpg,8aa04eb3-626c-4a67-b793-80ddd774a7c8.jpg,247a0cb0aa565129a46011fe876404cf,8953f690d4e08720f219acd69848cb778ed2c07b95ec5236b2ad1904ad1deaab,1080,810,170,False,Channel,170,0,0,0,0
109,train,8,000109.jpg,test,13,-2024-04-08-181800_png_jpg,-2024-04-08-181800_png_jpg,2526eec2c158b37b7bf86f4727cb8675,9d570007ed10c7343055eb85d619d1693e146e4695b289c63c795afc9458fad3,640,640,6,False,T-beam,0,6,0,0,0
110,train,4,000110.jpg,train,146,images.jpg,images.jpg,2546a7f77ab88cdabcebfbffc4067ee5,18ae1255ddde7bba83c967d160a8182577b27f4031e875939575fe217cddd7cc,271,186,6,False,T-beam,0,6,0,0,0
111,valid,2,000111.jpg,train,234,-2024-04-08-181616_png_jpg,-2024-04-08-181616_png_jpg,256e47471f0a364ca502bb02803f5c30,d1a66afc739142d5cd2ad2bd9a2093b03f323be92aa5b44df53867a3fec03da3,640,640,8,False,T-beam,0,8,0,0,0
112,train,9,000112.jpg,train,125,xc066iwm.png,xc066iwm.png,25b2de38f67db122c886927d284a83d7,fd2da1bc84d2ac698a7eaa5afad7f5423d720c4b990a54694f520f2c6f4e1a7e,138,137,8,False,T-beam,0,8,0,0,0
113,train,8,000113.jpg,train,267,04584b4c-44e5-41bd-ba2d-7cd0e878ba79.jpg,04584b4c-44e5-41bd-ba2d-7cd0e878ba79.jpg,25b52e96e8e40b8a10477e367a31a632,c1387acec637532254e1848c45eb95835e99502b06c0f926feca7bbcd4e6e0d6,486,1080,59,False,HI-Beam,0,0,59,0,0
114,train,0,000114.jpg,test,31,194277bf-3501-4f42-857d-3edfb330c2c2.jpg,194277bf-3501-4f42-857d-3edfb330c2c2.jpg,25c02434a38fb8c973e8577a72192d86,a54c164a929acd8309a22d86c373c4656d7d5a4822d56610057702abc61388b7,608,1080,54,False,HI-Beam,0,0,54,0,0
115,test,6,000115.jpg,train,104,-2024-04-08-175454.png,-2024-04-08-175454.png,2608ad7a96bdb4ec1257326521e70695,5ee6a47ad2a056b0493e3e4d4a933ca88714be1ca45eec479f0853deb13ecaad,332,279,3,False,HI-Beam,0,0,3,0,0
116,train,1,000116.jpg,train,518,-2024-04-08-181107_png_jpg,-2024-04-08-181107_png_jpg,261b93d15eb4353c2dca174e36035aad,4db4b4769c10341d62a2906a4ac4a3855fd0cf1b0fccc114b3b4c6b9ce348b3a,640,640,6,False,T-beam,0,6,0,0,0
117,train,7,000117.jpg,train,103,-2024-04-08-175838.png,-2024-04-08-175838.png,261de1ae46ff355bf594c0ed573850fe,18164ff2cb7d266dac420b35ae60221a3709b0350e0be05fa7ffb2f15a68575f,327,228,6,False,HI-Beam,0,0,6,0,0
118,train,8,000118.jpg,train,421,Welded-Steel-Section-with-T-Shape.jpg,Welded-Steel-Section-with-T-Shape.jpg,27c6489b00e240d9f5aa4b52eac9a903,f85ccf1ac29c4a12651f08ac222d1e9880e9cb97c527cbfa87b81924842d7143,550,550,13,False,T-beam,0,13,0,0,0
119,train,8,000119.jpg,train,430,WH-L.jpg,WH-L.jpg,27d7c0ba499b0b825ee97076c68ca89a,9b102a20813433c14e5e3da4bff5c5d07040a65cfa3bb90e08c4d69161f1d408,1280,720,0,True,,0,0,0,0,0
120,train,8,000120.jpg,train,438,-_20230708190552_png_jpg,-_20230708190552_png_jpg,27e181fc357a0122b36caa1c094f9db1,e55bc3cd1a443d4c21fa9e3fabf20a54b8d97feae77c17949bdadf7c464df1a5,640,640,2,False,T-beam,0,2,0,0,0
121,train,5,000121.jpg,train,233,-_20230708190548_png_jpg,-_20230708190548_png_jpg,282bec67d5880851738c07b3e356ef00,4017478b74d1b35ba1765e4b429b3b2c3c79953a7b1bc6040e06af6860c6070b,640,640,3,False,T-beam,0,3,0,0,0
122,train,4,000122.jpg,train,286,-2024-04-08-181644.png,-2024-04-08-181644.png,2837e19139ddf3b97fc29cd0520ee12d,5850a19259989bee950f890679cabcaa9cd819dcdd699731897cf55ae7c72ab3,686,521,7,False,T-beam,0,7,0,0,0
123,train,5,000123.jpg,train,414,-2024-04-09-190744_png_jpg,-2024-04-09-190744_png_jpg,28fd61ef5299860576c88091c80b101e,c2617b6c40f27ad1e1a2994f4304a63009d6f2f7e193f913434aad133874b70c,640,640,6,False,T-beam,0,6,0,0,0
124,train,5,000124.jpg,train,41,-2024-04-08-181332_png_jpg,-2024-04-08-181332_png_jpg,298a1493a861782a10a8b0cce8445ea9,18362f9487cc0616f6c2847e79b499e7c9862e10436d7e85253b9dfc0e66073b,640,640,5,False,T-beam,0,5,0,0,0
125,train,4,000125.jpg,train,477,steelbeam100.jpg,steelbeam100.jpg,29fe2343a3932d6556c6612c4b5a329d,3d0fca6558ba19238920f82e648313023bbda9d4fd4b602a8447da1932a026c3,500,500,60,False,HI-Beam,0,0,60,0,0
126,test,6,000126.jpg,train,503,-2024-04-09-190716_png_jpg,-2024-04-09-190716_png_jpg,2a5cc4a17c1ecd5f65115eb732fd6b63,a3bc36a9001d3fae0676e5eced60f13105f8bacc6654eac1d6bed2b642f35c87,640,640,6,False,T-beam,0,6,0,0,0
127,train,4,000127.jpg,train,21,417_original_png_jpg,417_original_png_jpg,2aa3b9a34c547b8b77e3678b507a615c,904190c93ea412afa5f00273c51870841b6232eac741d8a9950afa066fe74f7b,640,640,10,False,Angle Bar,0,0,0,10,0
128,train,9,000128.jpg,train,482,WH-K-2.jpg,WH-K-2.jpg,2b180428fab99a812b9f9ef9fb4cbf8d,278609611dedc41fcc52cee4a54b3c03970618125fd586d955b0e8aea963f301,1280,960,0,True,,0,0,0,0,0
129,train,1,000129.jpg,train,179,bd9682d2-3730-412c-a7c2-d41bafdd9416.png,bd9682d2-3730-412c-a7c2-d41bafdd9416.png,2b6493a3216ef02ca22f36b86f31995a,f9aadb4ff4c71eabadc931ca1b53766e716bd3994d18c01000f1c74ea1804111,800,800,5,False,T-beam,0,5,0,0,0
130,train,1,000130.jpg,valid,6,1670333703-5cdf9b336c4b445e5e7cfce6_jpg,1670333703-5cdf9b336c4b445e5e7cfce6_jpg,2be369ef725dfc25a3b1d6a773e20d4e,ace20a856d728f51e8c4a921f6cd898bf05cf5839e336b6819cd70b743928a88,640,640,9,False,Angle Bar,0,0,0,9,0
131,train,7,000131.jpg,train,212,-2024-04-08-181545_png_jpg,-2024-04-08-181545_png_jpg,2c124bb8bb50ba11c145c4065afe9e86,55fbca2213f11a4a158c4dd941820b8244aab0345ab2754ac887cfb023807c5c,640,640,3,False,T-beam,0,3,0,0,0
132,train,7,000132.jpg,train,318,-2024-04-08-181235_png_jpg,-2024-04-08-181235_png_jpg,2c3e4765de3cff38d3a6e0d0d26000f6,7037daaf2216c92a15b71b030fcbaa27ade200975be86597238b8ee11b6954ea,640,640,5,False,T-beam,0,5,0,0,0
133,train,7,000133.jpg,train,280,YARD-J-DEPAN-WH-L.jpg,YARD-J-DEPAN-WH-L.jpg,2c867cb544c725ad5fea203e14635e0c,bbe6b5637e61fc903d001b2f65df719ccaee7a8589c92e76d3a1020a6f4920a5,960,1280,0,True,,0,0,0,0,0
134,train,7,000134.jpg,train,166,1670333703-5cdf9b336c4b445e5e7cfce6.jpg,1670333703-5cdf9b336c4b445e5e7cfce6.jpg,2c92d2f7843bb780f3f1cf543af44d34,817b94ddbb9a20bbd65e85962f3f26c24f2e0c64034fb4f4ec249f4ac5d60b2e,416,416,8,False,Angle Bar,0,0,0,8,0
135,train,0,000135.jpg,train,204,-2024-04-08-181819_png_jpg,-2024-04-08-181819_png_jpg,2dd128590d0c5c9bb80c842aea9d3435,6533da7f53973fd0b1d016213fde76dfc23737ab7e7b4403b3e3f725b2265ebe,640,640,10,False,T-beam,0,10,0,0,0
136,train,9,000136.jpg,test,51,-2024-04-08-181549_png_jpg,-2024-04-08-181549_png_jpg,2dd96e5db8aab06fbead5fc021b48a39,171dc32d272b8ed34ddc40c650752713dce2501e8a66355c07c7c957fb077bb4,640,640,5,False,T-beam,0,5,0,0,0
137,train,3,000137.jpg,train,142,0ef4dfb4-134b-42d1-941f-1e77e170374f.jpg,0ef4dfb4-134b-42d1-941f-1e77e170374f.jpg,2de7e2f576e658f31bb33f712617d37f,a7a6d30fd07f1845356e3a15bc33ef52adfc24435184ef316cd7301f34c48607,1020,574,100,False,Channel,100,0,0,0,0
138,train,3,000138.jpg,train,190,-2024-04-09-190603_png_jpg,-2024-04-09-190603_png_jpg,2dfa43ef242476aebcda1c0dba922c01,2330e480a6abb8faafe55d09ca97b0b48bb31eb1ed7ef67a7e5c67fcc8f94a51,640,640,5,False,T-beam,0,5,0,0,0
139,valid,2,000139.jpg,train,67,img_129.jpg,img_129.jpg,2e3ae3fdaaae348c7f435b1ee30144c1,12379e7cd4feb77f62c0981b129ef496d134c025283ce5959dceb19f6abc7aa7,500,500,6,False,HI-Beam,0,0,6,0,0
140,train,8,000140.jpg,train,31,-2024-04-10-132218_png_jpg,-2024-04-10-132218_png_jpg,2e3d6456ba9c509d2c01571ff3d0e865,fd758d6c25a4035ff4c2fc09dd720cd1bacc495574339d985896a20fa51c4fac,640,640,5,False,T-beam,0,5,0,0,0
141,valid,2,000141.jpg,train,567,-_20230924182422_png.jpg,-_20230924182422_png.jpg,2e517effd61e0546688eb845240a714c,90f68411bb1ea6708cadde69722bfc8b2e7079a67c222e5cabc6ef5ad898e152,325,267,18,False,HI-Beam,0,0,18,0,0
142,train,1,000142.jpg,valid,0,d01bdd40-12_jpg,d01bdd40-12_jpg,2e68fbbbd900f45b37fea7c5560711d6,b620b69a6b4126cdd01e9ddcb449ff0b48c56e6c39fce63f4fe07d1c4f092eb1,640,640,30,False,Angle Bar,0,0,0,30,0
143,train,5,000143.jpg,train,476,-2024-04-08-180955.png,-2024-04-08-180955.png,2e888e875333380a9179979ac4e546c7,673b7ca6e86284dbba415230e1150cd11947b8a9a1713b8581b787957d0003cb,391,447,10,False,T-beam,0,10,0,0,0
144,train,5,000144.jpg,train,252,14be09c1-6fdb-41d8-83a6-18f6a75e0234.jpg,14be09c1-6fdb-41d8-83a6-18f6a75e0234.jpg,2e91c9811129073adacef47ddc3f3aeb,4670e3fecb4608b018dc8cb435cb8a438257849bbc3578158f60318bde498334,1080,810,0,True,,0,0,0,0,0
145,valid,2,000145.jpg,train,106,-2024-04-08-181009_png_jpg,-2024-04-08-181009_png_jpg,2ecdc27cbd8c175fdfbdaeb5bf6fb48b,be7a6bf091ed37135baeb2ff88f35699ad4bf19dc0c2d158a394e5180b4abd30,640,640,5,False,T-beam,0,5,0,0,0
146,train,7,000146.jpg,train,44,-2024-04-09-190723_png_jpg,-2024-04-09-190723_png_jpg,2ee7a72dc57b47320ac28ec4da7305e6,96177cdcabde406adef2ee9853398acc8553b5c46e9f2de5c9ee769666be4bd5,640,640,4,False,T-beam,0,4,0,0,0
147,train,0,000147.jpg,train,240,og.jpg,og.jpg,2eee63cc0d94d944bb31fd29edba3420,db4812b7d16a6980f6e3259d84a6e40dcf5dd98385446a237b4d1cbc681f77a6,416,416,44,False,Angle Bar,0,0,0,44,0
148,train,7,000148.jpg,train,246,923a108f41cc108b080c4fe180deb58_png.jpg,923a108f41cc108b080c4fe180deb58_png.jpg,2f507af48a222b48478d3cf6bde01f94,0205e956c2ddc76a0f42431a4e2c57b8e8e58c420ce26640473a626dfec9165e,566,466,10,False,T-beam,0,10,0,0,0
149,train,8,000149.jpg,train,283,-2024-04-08-181514.png,-2024-04-08-181514.png,2f585ff03499ea1054213f1d8a97c85f,81591c22fcfebdc6043ecd92d85d419e8d6dca63ac5c5fb7596308e917d9e368,286,242,5,False,T-beam,0,5,0,0,0
150,train,8,000150.jpg,train,76,16c3ab3b-13_jpg,16c3ab3b-13_jpg,300c6557c1c08e0f89fe4564f8bcca70,0e590f99c1d0bddcd38110f2e6c741ec7d5d6d4e8f0b6a46d7d443c5d6b2cc69,640,640,24,False,Angle Bar,0,0,0,24,0
151,train,7,000151.jpg,train,342,000036.png,000036.png,302f2d7626b570c1c62e13920a46efa1,a0731a5ca10b9c3d93dd5bf65b0c400a565c01feb43bb4056da1022c3df231aa,800,520,1,False,HI-Beam,0,0,1,0,0
152,train,4,000152.jpg,train,345,-_20230924182425_png.jpg,-_20230924182425_png.jpg,30b701cc3876ae36b1161a12b49ea90d,6d527483bcb85714bb4a16250a7cb9c3e83f0136e3dd006dc0a4ff5b24ef7382,283,177,6,False,HI-Beam,0,0,6,0,0
153,train,3,000153.jpg,train,418,-2024-04-10-133630_png_jpg,-2024-04-10-133630_png_jpg,3134a4f9e07f8d7f62bdb89c36397451,91649cffb9c65cba4b1539bbe23a2ea88805bb1e80084e979caeb3af56f22ec5,640,640,6,False,T-beam,0,6,0,0,0
154,train,1,000154.jpg,train,402,8ea64c42-3a4c-4a22-a4c8-297905eb331a.jpg,8ea64c42-3a4c-4a22-a4c8-297905eb331a.jpg,31559c114f71a63876462dc5b4c36afd,bd26353f95f4f7382e7e191c25fe303c494e0ec00748ab8c05acc8805351b4d5,608,1080,42,False,HI-Beam,0,0,42,0,0
155,train,4,000155.jpg,train,563,417_original_png_jpg,417_original_png_jpg,315d4be4383dfcb8041d47b1196e0882,02ae48969c0ec8caf4ed4991a502d6a9cdefa6e36a05ea9a23c952ebbf51df33,640,640,10,False,Angle Bar,0,0,0,10,0
156,train,1,000156.jpg,train,9,2b13b33baf8efae5a7c98d265a29d9b_png_jpg,2b13b33baf8efae5a7c98d265a29d9b_png_jpg,31d5c1eab7a288a814b52099e8320413,7d995c11fd3f8e73a49f87ed3c48a7e94377d08f6461f76db527887fa93f2059,640,640,10,False,T-beam,0,10,0,0,0
157,train,4,000157.jpg,train,86,-2024-04-09-190744.png,-2024-04-09-190744.png,31e6a8611b7c9956227e23b1fa3e78cc,37dae3e1d498f753e57e70d1699a4caf67f6103be949f1cc7b30cd5d5851eb5e,356,179,6,False,T-beam,0,6,0,0,0
158,train,5,000158.jpg,train,268,-_20230708190618_png_jpg,-_20230708190618_png_jpg,3276ba4505b8311753156c2ab60f41c2,e298772003e5705b8ab46e0316c97cfe19b14b25ded73fb9339383816d8a2117,640,640,4,False,T-beam,0,4,0,0,0
159,train,5,000159.jpg,train,344,-2024-04-08-180928_png_jpg,-2024-04-08-180928_png_jpg,3288ec03d7c7938eb74cda36c58753de,7507929f6ccfe50bbdee7ff7255f389699c48853e6bd4d374095e5c73dc50883,640,640,10,False,T-beam,0,10,0,0,0
160,train,5,000160.jpg,train,156,d01bdd40-12.jpg,d01bdd40-12.jpg,332645f19e290869ae83fbc4b09e964c,c08b7fe4f8479f8d53bf3b0f0ff6be0e8d45c0b10de80714c334a5b17136ccff,416,416,21,False,Angle Bar,0,0,0,21,0
161,train,3,000161.jpg,train,89,-2024-04-08-181337_png_jpg,-2024-04-08-181337_png_jpg,3482fa8f85f3e5a35dfd249685d17c51,9451d590b8e7a67f974add3dd574607e614628ca0df36b5588511fca75b7b763,640,640,5,False,T-beam,0,5,0,0,0
162,test,6,000162.jpg,train,508,-2024-04-08-181644_png.jpg,-2024-04-08-181644_png.jpg,34a4b7e0a5bfb642e4547fe7c1e6ce8e,03b14ae34fadf6215f68a5fc8b7cabeb8c114f0aa711cb484cfe0f18e9adfc6e,686,521,7,False,T-beam,0,7,0,0,0
163,train,3,000163.jpg,train,161,-_20230708190548_png.jpg,-_20230708190548_png.jpg,351134e2dd1c27611a718ab56ecbb83b,90db917fd8f4c9123cb54569a359df07fac5b62ac25a996acae3dba13bbdfd5b,897,579,3,False,T-beam,0,3,0,0,0
164,train,8,000164.jpg,test,33,0f4060d50c39f101b100626f93d1f04_png_jpg,0f4060d50c39f101b100626f93d1f04_png_jpg,351f84197e34f02359556e16a5643a8e,0d78ec7d0a0adf4e05510d8af668ba8a335ac2215803489644959888770f8208,640,640,10,False,T-beam,0,10,0,0,0
165,train,1,000165.jpg,train,381,-2024-04-08-181446.png,-2024-04-08-181446.png,364650c13a3fc1a0f95dda9f6db3f668,1c8860d1df82eecb1c8e7e6aa670c683de6ce1a162c2b0570ff2f7c2a234fb47,360,253,5,False,T-beam,0,5,0,0,0
166,train,8,000166.jpg,train,525,steelbeam46.jpg,steelbeam46.jpg,364adccd6e9bbfd219afe40dd3fd3c3e,d7c47187befced5837a83db053ea76a13fe497713fa9a83cb265ef48ec36e5fc,667,500,8,False,HI-Beam,0,0,8,0,0
167,train,5,000167.jpg,train,295,d01bdd40-12.jpg,d01bdd40-12.jpg,36ee58bfdbc85341378a1f3c0dfa9fc7,fb25bfc9c1c1baee79488326ab852063a7a3c83ef46d0811233a8582c2e34d9f,416,416,24,False,Angle Bar,0,0,0,24,0
168,train,8,000168.jpg,train,70,fe395024-27_jpg,fe395024-27_jpg,36ff911ed10f209fc544a849dbc2587a,210d1520311a1f737f7cf53b9eed1c14262dfb5ab5f318d4a8840417c2944bb4,640,640,39,False,Angle Bar,0,0,0,39,0
169,train,7,000169.jpg,train,219,63425d5759c4599a8fe3dca4673630a_png.jpg,63425d5759c4599a8fe3dca4673630a_png.jpg,371b1c1c73760eded735f27d0b7ae727,3d30766440efca98884310e986a9684fcff698cdec4e54f23f3b1c7040d88c89,720,500,20,False,T-beam,0,20,0,0,0
170,train,0,000170.jpg,train,49,-2024-04-08-181001_png_jpg,-2024-04-08-181001_png_jpg,37b6bff410583208c5e8d017b2d27f4d,09abfc662d4e6562df999cd400afe9d3531e957db6f3e81b495c425d8bcd2f09,640,640,10,False,T-beam,0,10,0,0,0
171,train,3,000171.jpg,test,53,I-beam-price4.jpg,I-beam-price4.jpg,37f3c135faf3a76b322f53b65496ac07,310b968fd911aa78eae6f6a77e58c677224bf96b65acb7773fcba09b5c1028f0,140,140,1,False,HI-Beam,0,0,1,0,0
172,train,9,000172.jpg,train,94,-2024-04-10-132306.png,-2024-04-10-132306.png,3811e6438816f24894b933191e54871e,6025211ccfc122d703e7273652a46be9d9ca26d704971976fe87dc17e51f63d8,471,329,6,False,T-beam,0,6,0,0,0
173,train,1,000173.jpg,train,16,-2024-04-10-133618_png_jpg,-2024-04-10-133618_png_jpg,3836ff1019876f9945a7172a246d290b,a6c578bcc8135894aca4fe832cf25e7c65ad5e7a907f9fad47edfc8a84b7d5f8,640,640,4,False,T-beam,0,4,0,0,0
174,train,8,000174.jpg,train,147,-2024-04-08-181609_png_jpg,-2024-04-08-181609_png_jpg,3842f969a4d3cedc27c0e4d6b999821c,b83c145e67d8b04fad4a0486148e0d8301d945a59705e8dedb1cb7ba9ddc5d7b,640,640,10,False,T-beam,0,10,0,0,0
175,train,7,000175.jpg,test,37,7p96blxd_png.jpg,7p96blxd_png.jpg,3a1a9f1210382473a7c4feb42245453c,b36c91fea21b88dd495708666bf45a41a21c8c756677c4c63168d946769a5937,800,800,5,False,HI-Beam,0,0,5,0,0
176,valid,2,000176.jpg,train,143,0ee70760-ea1e-4f2d-8dab-180ca80b975d.jpg,0ee70760-ea1e-4f2d-8dab-180ca80b975d.jpg,3a572a7ad311309d107c40941e5530d0,d2ace1522127eaf125cd8b9996d0771b23407775566e0965b487c8efe3ca0196,1080,486,372,False,Channel,372,0,0,0,0
177,train,4,000177.jpg,train,513,-_20240404161218_png_jpg,-_20240404161218_png_jpg,3a86dba4cd9a75725966cae7609ed970,b1c0ec01d0038dab7c1a3cee3d3f15308357fc9f371f30a0eb303d1bbe137269,640,640,7,False,T-beam,0,7,0,0,0
178,train,3,000178.jpg,train,366,-2024-04-08-181644_png_jpg,-2024-04-08-181644_png_jpg,3a9949f4b5bb37d515aec31d0b1fb3ee,17b5d587e438c9555a49eece432f6b660bee034104c8fed7a9de39d2312d422e,640,640,8,False,T-beam,0,8,0,0,0
179,train,7,000179.jpg,train,33,img_128.jpg,img_128.jpg,3aa537d0b5607f05999728d3cba6693f,a35591be85c75e92161f3050b9656c634eef1efb07dd9a7c88c3a244a77dc669,300,275,3,False,HI-Beam,0,0,3,0,0
180,valid,2,000180.jpg,test,0,product-0323479001538175476-o.jpg,product-0323479001538175476-o.jpg,3ab77a2e3b74950ed14dbdbfdcdf4210,8dee48c29ccf30df0c77d28326447987ec33359f583a43a4c06cdb2918dd1811,300,300,12,False,T-beam,0,12,0,0,0
181,train,0,000181.jpg,train,256,-2024-04-10-132218_png.jpg,-2024-04-10-132218_png.jpg,3ade4fc2dc22b3701b300b424e9bbdce,be2dcdc32046d120340014afda07325a2bbff95838c41f9ba779253d6a18c866,233,196,5,False,T-beam,0,5,0,0,0
182,train,8,000182.jpg,valid,50,-_20240404161215.png,-_20240404161215.png,3c6ebea59ae3c94e4b754e7b9f87bdaf,3f411ec0535bcce037756a696e377abc8352d2165c019117c7ed6aa8b57a5ee2,640,883,2,False,T-beam,0,2,0,0,0
183,train,4,000183.jpg,train,536,-2024-04-08-181248.png,-2024-04-08-181248.png,3ca2a4d3ab675a2c4faa03b0bae9affd,cd74cf2e6da2c118061a2049ac5d421eb5c8b36878c93398158c97a492e51bde,174,213,10,False,T-beam,0,10,0,0,0
184,train,3,000184.jpg,train,285,-_20230924182506_png_jpg,-_20230924182506_png_jpg,3cadebf3f5d6d0619192d53a898495b2,426645bae3dc1d016d927b969e2646fef03a5d82004b6e3e45504bb2742ee70f,640,640,5,False,T-beam,0,5,0,0,0
185,test,6,000185.jpg,train,141,ecfc3327-59d2-4b13-a011-eb51bb05d766.jpg,ecfc3327-59d2-4b13-a011-eb51bb05d766.jpg,3caea5800d4dbfb58dfd0009cf786b5a,d5e8d83ca031549bd5cd6a438e3491eb6a2e558cfead8a6a2e685718a68c3dc9,1080,810,0,True,,0,0,0,0,0
186,valid,2,000186.jpg,train,492,2b52f034-07c4-46de-8166-a0f0f5edbd7d.jpg,2b52f034-07c4-46de-8166-a0f0f5edbd7d.jpg,3d169bf76517b775f43b84c90d8dc5b8,54efc9529832dd00a8d7b91f2178614bf910e299cc5a89aab2b26074b003c5b1,574,1020,30,False,HI-Beam,0,0,30,0,0
187,train,0,000187.jpg,train,552,og.jpg,og.jpg,3dda444f08450911e2cfb66ec01c50e2,b627a491168e9f18a459b575272970f446810e244b220b1fc96298ab028ebb13,416,416,83,False,Angle Bar,0,0,0,83,0
188,valid,2,000188.jpg,train,255,e6c6ea18-15.jpg,e6c6ea18-15.jpg,3e3f28099308b7e3071f85f272ff9631,f16f59691da87617fbbb87c36126a3dda863c4b15a0270df95a1b069857f422a,416,416,9,False,Angle Bar,0,0,0,9,0
189,train,7,000189.jpg,train,598,-2024-04-08-181137_png_jpg,-2024-04-08-181137_png_jpg,3e5091e185ebeb129229e5082401f415,590d7f4ea9cc1a16f50eb2177e6795a89722f1196ca08814e68911bf03686710,640,640,10,False,T-beam,0,10,0,0,0
190,train,4,000190.jpg,train,467,images.jpg,images.jpg,3e8621d0538061ccecd4d592f559b192,74db33bf3394ecb48bb0b79af4bb396e3c54b9d37a9fb7f13a4472e029115ecb,271,186,5,False,T-beam,0,5,0,0,0
191,train,5,000191.jpg,train,416,l9i3vdsp_png.jpg,l9i3vdsp_png.jpg,3f193449f6465aed6bff0120334df3e1,e51f4b80d13e812baae8edf6e94050e274e7e8b81e68f60096778f6e4fde8334,204,223,2,False,HI-Beam,0,0,2,0,0
192,train,4,000192.jpg,train,304,c60978eed390eee904ede0407128e00_png_jpg,c60978eed390eee904ede0407128e00_png_jpg,3f220813f6e49e6e75a410de0c0cac57,23532db2e62e582d1c637178bb5e8a5cd1a1dca92cbd420a893ecf3d805ab31d,640,640,10,False,T-beam,0,10,0,0,0
193,train,3,000193.jpg,train,69,-_20230924182506_png_jpg,-_20230924182506_png_jpg,3f37d2bc1f20516354d60f6d466bb341,ce26a0f0af3e5de21dbf775b473a499fb2c12fcbc07b3b6838594f86c2b7591c,640,640,5,False,T-beam,0,5,0,0,0
194,valid,2,000194.jpg,train,528,-2024-04-08-175642.png,-2024-04-08-175642.png,3f45d647188a82aee1e25154795dcbc9,93d670758f87614c993efa0099a02132df1b7e0ca9cca23262e08c947cffb383,424,267,2,False,HI-Beam,0,0,2,0,0
195,train,8,000195.jpg,train,361,a11e48597575f2867df096f0aff0f8c_png_jpg,a11e48597575f2867df096f0aff0f8c_png_jpg,3f99cbc8ba5728a88eadb359995de45d,91f40038b94c8ad9c200778aeb3104670ea29d8f6735fb9f03d674866c6a76b6,640,640,9,False,T-beam,0,9,0,0,0
196,valid,2,000196.jpg,train,554,img_76.jpg,img_76.jpg,403394c51bb675f59f9e37bb1601e7cc,f5ee94b8fdcb9c8fb5f22e0e4df0c9ad96c08feec7ea8bf507fa23bb092eeeed,500,500,2,False,HI-Beam,0,0,2,0,0
