split,image_id,file_name,annotation_id,class_id,class_name,occluded,out_of_image,out_of_bbox,malformed
train,225,000225.jpg,4248,2,HI-Beam,True,False,False,False
train,227,000227.jpg,333,2,HI-Beam,True,False,False,False
train,231,000231.jpg,897,1,T-beam,False,False,True,False
train,231,000231.jpg,898,1,T-beam,False,False,True,False
train,231,000231.jpg,902,1,T-beam,False,False,True,False
train,231,000231.jpg,903,1,T-beam,False,False,True,False
train,232,000232.jpg,3216,3,Angle Bar,True,True,True,False
train,232,000232.jpg,3217,3,Angle Bar,False,True,True,False
train,232,000232.jpg,3218,3,Angle Bar,False,True,False,False
train,232,000232.jpg,3219,3,Angle Bar,False,True,False,False
train,234,000234.jpg,9081,1,T-beam,False,True,True,False
train,238,000238.jpg,4870,2,HI-Beam,True,False,False,False
train,240,000240.jpg,11393,2,HI-Beam,True,False,False,False
train,241,000241.jpg,1479,2,HI-Beam,True,False,False,False
train,247,000247.jpg,6243,3,Angle Bar,False,True,True,False
train,247,000247.jpg,6251,3,Angle Bar,False,True,True,False
train,247,000247.jpg,6255,3,Angle Bar,True,True,True,False
train,247,000247.jpg,6258,3,Angle Bar,False,True,True,False
train,247,000247.jpg,6259,3,Angle Bar,True,True,True,False
train,250,000250.jpg,4122,1,T-beam,False,True,True,False
train,255,000255.jpg,176,1,T-beam,False,True,False,False
train,259,000259.jpg,4949,2,HI-Beam,True,False,False,False
train,260,000260.jpg,1292,1,T-beam,False,True,False,False
train,260,000260.jpg,1295,1,T-beam,False,True,True,False
train,265,000265.jpg,4092,3,Angle Bar,True,False,False,False
train,265,000265.jpg,4093,3,Angle Bar,True,False,False,False
train,265,000265.jpg,4096,3,Angle Bar,True,False,False,False
train,265,000265.jpg,4110,3,Angle Bar,True,False,False,False
train,265,000265.jpg,4113,3,Angle Bar,True,False,False,False
train,265,000265.jpg,4116,3,Angle Bar,True,False,False,False
train,265,000265.jpg,4117,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9661,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9666,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9667,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9672,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9688,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9694,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9703,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9704,3,Angle Bar,False,True,False,False
train,270,000270.jpg,9705,3,Angle Bar,False,True,False,False
train,270,000270.jpg,9707,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9708,3,Angle Bar,True,False,False,False
train,270,000270.jpg,9709,3,Angle Bar,True,False,False,False
train,278,000278.jpg,10182,1,T-beam,False,True,True,False
train,278,000278.jpg,10183,1,T-beam,False,True,True,False
train,280,000280.jpg,3055,1,T-beam,False,True,False,False
train,285,000285.jpg,1413,2,HI-Beam,True,False,False,False
train,285,000285.jpg,1414,2,HI-Beam,False,False,True,False
train,289,000289.jpg,9189,0,Channel,True,False,False,False
train,289,000289.jpg,9190,0,Channel,True,False,False,False
train,289,000289.jpg,9191,0,Channel,True,False,False,False
train,289,000289.jpg,9192,0,Channel,True,False,False,False
train,289,000289.jpg,9193,0,Channel,True,False,False,False
train,289,000289.jpg,9194,0,Channel,True,False,False,False
train,289,000289.jpg,9290,0,Channel,True,True,True,False
train,289,000289.jpg,9386,0,Channel,False,False,True,False
train,289,000289.jpg,9392,0,Channel,False,False,True,False
train,289,000289.jpg,9398,0,Channel,False,False,True,False
train,289,000289.jpg,9486,0,Channel,False,False,True,False
train,289,000289.jpg,9539,0,Channel,False,False,True,False
train,289,000289.jpg,9545,0,Channel,False,False,True,False
train,289,000289.jpg,9546,0,Channel,False,False,True,False
train,290,000290.jpg,3001,1,T-beam,False,True,True,False
train,290,000290.jpg,3006,1,T-beam,False,False,True,False
train,290,000290.jpg,3008,1,T-beam,False,True,False,False
train,290,000290.jpg,3011,1,T-beam,False,True,False,False
train,291,000291.jpg,3052,1,T-beam,False,True,False,False
train,292,000292.jpg,2497,0,Channel,True,False,False,False
train,292,000292.jpg,2500,0,Channel,True,False,False,False
train,292,000292.jpg,2525,0,Channel,True,False,False,False
train,292,000292.jpg,2583,0,Channel,True,False,False,False
train,292,000292.jpg,2617,0,Channel,True,False,False,False
train,292,000292.jpg,2628,0,Channel,True,False,False,False
train,292,000292.jpg,2631,0,Channel,True,False,False,False
train,292,000292.jpg,2634,0,Channel,True,False,False,False
train,294,000294.jpg,1314,3,Angle Bar,False,True,True,False
train,294,000294.jpg,1326,3,Angle Bar,False,True,True,False
train,294,000294.jpg,1327,3,Angle Bar,False,True,True,False
train,295,000295.jpg,3025,1,T-beam,False,True,True,False
train,300,000300.jpg,9884,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9885,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9886,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9887,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9888,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9889,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9890,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9891,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9892,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9893,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9894,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9895,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9896,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9897,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9898,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9899,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9900,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9901,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9907,2,HI-Beam,True,False,True,False
train,300,000300.jpg,9908,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9909,2,HI-Beam,True,False,True,False
train,300,000300.jpg,9918,2,HI-Beam,False,False,True,False
train,300,000300.jpg,9955,2,HI-Beam,False,False,True,False
train,300,000300.jpg,9956,2,HI-Beam,False,False,True,False
train,300,000300.jpg,9957,2,HI-Beam,False,False,True,False
train,300,000300.jpg,9958,2,HI-Beam,False,False,True,False
train,300,000300.jpg,9959,2,HI-Beam,False,False,True,False
train,300,000300.jpg,9960,2,HI-Beam,False,False,True,False
train,300,000300.jpg,9961,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9963,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9964,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9965,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9966,2,HI-Beam,True,False,False,False
train,300,000300.jpg,9969,2,HI-Beam,True,False,False,False
train,300,000300.jpg,10035,2,HI-Beam,True,False,False,False
train,306,000306.jpg,6798,2,HI-Beam,True,False,False,False
train,306,000306.jpg,6799,2,HI-Beam,True,False,False,False
train,307,000307.jpg,298,1,T-beam,False,False,True,False
train,315,000315.jpg,1391,2,HI-Beam,True,False,False,False
train,315,000315.jpg,1393,2,HI-Beam,True,False,False,False
train,315,000315.jpg,1394,2,HI-Beam,True,False,False,False
train,315,000315.jpg,1397,2,HI-Beam,True,False,False,False
train,315,000315.jpg,1398,2,HI-Beam,True,False,False,False
train,315,000315.jpg,1399,2,HI-Beam,True,False,False,False
train,315,000315.jpg,1401,2,HI-Beam,True,False,False,False
train,315,000315.jpg,1402,2,HI-Beam,True,False,False,False
train,315,000315.jpg,1403,2,HI-Beam,True,False,False,False
train,315,000315.jpg,1412,2,HI-Beam,True,False,True,False
train,317,000317.jpg,1397,2,HI-Beam,True,False,False,False
train,317,000317.jpg,1403,2,HI-Beam,False,False,True,False
train,317,000317.jpg,1408,2,HI-Beam,False,False,True,False
train,317,000317.jpg,1414,2,HI-Beam,False,False,True,False
train,317,000317.jpg,1419,2,HI-Beam,True,False,False,False
train,318,000318.jpg,134,1,T-beam,False,True,False,False
train,319,000319.jpg,6858,1,T-beam,False,True,True,False
train,319,000319.jpg,6859,1,T-beam,False,True,True,False
train,319,000319.jpg,6865,1,T-beam,False,True,True,False
train,324,000324.jpg,155,3,Angle Bar,True,False,False,False
train,332,000332.jpg,726,2,HI-Beam,True,False,False,False
train,332,000332.jpg,734,2,HI-Beam,False,False,True,False
train,332,000332.jpg,756,2,HI-Beam,False,False,True,False
train,332,000332.jpg,758,2,HI-Beam,False,False,True,False
train,333,000333.jpg,4199,1,T-beam,False,True,False,False
train,333,000333.jpg,4200,1,T-beam,False,True,False,False
train,333,000333.jpg,4208,1,T-beam,False,False,True,False
train,333,000333.jpg,4209,1,T-beam,False,True,True,False
train,339,000339.jpg,11110,1,T-beam,False,False,True,False
train,340,000340.jpg,1152,1,T-beam,False,False,True,False
train,341,000341.jpg,4791,1,T-beam,False,False,True,False
train,341,000341.jpg,4793,1,T-beam,True,False,False,False
train,345,000345.jpg,10939,2,HI-Beam,True,False,False,False
train,345,000345.jpg,10941,2,HI-Beam,False,True,False,False
train,346,000346.jpg,3076,1,T-beam,False,False,True,False
train,347,000347.jpg,2434,2,HI-Beam,False,False,True,False
train,347,000347.jpg,2435,2,HI-Beam,False,False,True,False
train,347,000347.jpg,2438,2,HI-Beam,False,False,True,False
train,347,000347.jpg,2440,2,HI-Beam,False,False,True,False
train,349,000349.jpg,10336,1,T-beam,True,False,False,False
train,352,000352.jpg,33,3,Angle Bar,True,True,True,False
train,352,000352.jpg,37,3,Angle Bar,True,True,True,False
train,352,000352.jpg,39,3,Angle Bar,True,True,True,False
train,352,000352.jpg,40,3,Angle Bar,True,True,True,False
train,352,000352.jpg,41,3,Angle Bar,True,True,True,False
train,352,000352.jpg,43,3,Angle Bar,False,False,True,False
train,352,000352.jpg,51,3,Angle Bar,True,False,True,False
train,352,000352.jpg,52,3,Angle Bar,True,True,True,False
train,352,000352.jpg,63,3,Angle Bar,False,False,True,False
train,352,000352.jpg,65,3,Angle Bar,False,True,False,False
train,352,000352.jpg,66,3,Angle Bar,False,True,False,False
train,362,000362.jpg,881,2,HI-Beam,False,True,False,False
train,363,000363.jpg,131,1,T-beam,True,True,True,False
train,366,000366.jpg,3509,0,Channel,True,False,False,False
train,366,000366.jpg,3593,0,Channel,True,False,False,False
train,366,000366.jpg,3594,0,Channel,True,False,False,False
train,366,000366.jpg,3595,0,Channel,True,False,False,False
train,366,000366.jpg,3596,0,Channel,True,False,False,False
train,366,000366.jpg,3597,0,Channel,True,False,False,False
train,366,000366.jpg,3598,0,Channel,True,False,False,False
train,366,000366.jpg,3599,0,Channel,True,False,False,False
train,366,000366.jpg,3600,0,Channel,True,False,False,False
train,366,000366.jpg,3835,0,Channel,True,False,False,False
train,366,000366.jpg,3838,0,Channel,True,False,False,False
train,366,000366.jpg,3889,0,Channel,True,False,False,False
train,366,000366.jpg,4064,0,Channel,True,False,False,False
train,366,000366.jpg,4065,0,Channel,True,True,True,False
train,366,000366.jpg,4066,0,Channel,True,True,True,False
train,369,000369.jpg,82,3,Angle Bar,True,False,False,False
train,369,000369.jpg,85,3,Angle Bar,True,False,False,False
train,369,000369.jpg,87,3,Angle Bar,True,False,False,False
train,369,000369.jpg,98,3,Angle Bar,True,False,False,False
train,369,000369.jpg,99,3,Angle Bar,True,False,False,False
train,370,000370.jpg,347,1,T-beam,False,False,True,False
train,373,000373.jpg,10195,1,T-beam,False,False,True,False
train,374,000374.jpg,7367,1,T-beam,True,False,False,False
train,376,000376.jpg,1238,1,T-beam,True,False,False,False
train,377,000377.jpg,105,1,T-beam,False,True,False,False
train,377,000377.jpg,106,1,T-beam,False,True,False,False
train,383,000383.jpg,4701,1,T-beam,True,False,False,False
train,384,000384.jpg,7276,0,Channel,True,False,False,False
train,384,000384.jpg,7277,0,Channel,True,False,False,False
train,384,000384.jpg,7278,0,Channel,True,False,False,False
train,384,000384.jpg,7315,0,Channel,True,False,False,False
train,384,000384.jpg,7316,0,Channel,True,False,False,False
train,385,000385.jpg,3185,3,Angle Bar,True,True,True,False
train,385,000385.jpg,3186,3,Angle Bar,True,True,True,False
train,385,000385.jpg,3187,3,Angle Bar,True,True,True,False
train,385,000385.jpg,3188,3,Angle Bar,True,True,True,False
train,385,000385.jpg,3189,3,Angle Bar,True,True,True,False
train,386,000386.jpg,5839,1,T-beam,False,False,True,False
train,386,000386.jpg,5848,1,T-beam,False,True,False,False
train,386,000386.jpg,5850,1,T-beam,False,True,True,False
train,393,000393.jpg,1379,1,T-beam,False,False,True,False
train,393,000393.jpg,1380,1,T-beam,False,False,True,False
train,393,000393.jpg,1382,1,T-beam,False,False,True,False
train,404,000404.jpg,354,1,T-beam,False,False,True,False
train,405,000405.jpg,1373,0,Channel,True,False,False,False
train,405,000405.jpg,1374,0,Channel,True,False,False,False
train,411,000411.jpg,10969,2,HI-Beam,False,False,True,False
train,411,000411.jpg,10970,2,HI-Beam,False,False,True,False
train,411,000411.jpg,10972,2,HI-Beam,True,True,True,False
train,411,000411.jpg,10976,2,HI-Beam,True,False,False,False
train,412,000412.jpg,5690,2,HI-Beam,False,False,True,False
train,412,000412.jpg,5691,2,HI-Beam,True,False,True,False
train,412,000412.jpg,5692,2,HI-Beam,True,False,True,False
train,412,000412.jpg,5693,2,HI-Beam,False,False,True,False
train,412,000412.jpg,5694,2,HI-Beam,False,False,True,False
train,412,000412.jpg,5695,2,HI-Beam,True,False,True,False
train,413,000413.jpg,5070,1,T-beam,False,True,False,False
train,417,000417.jpg,6051,1,T-beam,True,False,False,False
train,420,000420.jpg,8030,3,Angle Bar,True,True,True,False
train,420,000420.jpg,8031,3,Angle Bar,True,True,True,False
train,420,000420.jpg,8032,3,Angle Bar,True,True,True,False
train,420,000420.jpg,8033,3,Angle Bar,True,True,True,False
train,420,000420.jpg,8034,3,Angle Bar,False,True,False,False
train,420,000420.jpg,8035,3,Angle Bar,False,True,False,False
train,420,000420.jpg,8036,3,Angle Bar,True,False,False,False
train,425,000425.jpg,1086,1,T-beam,True,False,False,False
train,429,000429.jpg,2958,3,Angle Bar,False,True,False,False
train,429,000429.jpg,2959,3,Angle Bar,False,True,False,False
train,429,000429.jpg,2961,3,Angle Bar,False,True,True,False
train,429,000429.jpg,2962,3,Angle Bar,False,True,True,False
train,429,000429.jpg,2972,3,Angle Bar,True,False,True,False
train,429,000429.jpg,2986,3,Angle Bar,False,True,True,False
train,434,000434.jpg,1198,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1199,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1200,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1201,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1202,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1203,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1204,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1205,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1208,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1209,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1210,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1211,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1215,3,Angle Bar,True,False,True,False
train,434,000434.jpg,1216,3,Angle Bar,True,False,True,False
train,434,000434.jpg,1217,3,Angle Bar,True,False,True,False
train,434,000434.jpg,1218,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1219,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1220,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1221,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1222,3,Angle Bar,True,False,True,False
train,434,000434.jpg,1223,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1228,3,Angle Bar,False,True,True,False
train,434,000434.jpg,1229,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1230,3,Angle Bar,True,True,True,False
train,434,000434.jpg,1231,3,Angle Bar,True,True,True,False
train,435,000435.jpg,1778,1,T-beam,True,True,True,False
train,435,000435.jpg,1779,1,T-beam,True,True,True,False
train,435,000435.jpg,1780,1,T-beam,True,False,False,False
train,438,000438.jpg,279,2,HI-Beam,True,False,False,False
train,438,000438.jpg,363,2,HI-Beam,True,False,False,False
train,441,000441.jpg,1110,3,Angle Bar,False,False,True,False
train,442,000442.jpg,6066,1,T-beam,False,True,True,False
train,444,000444.jpg,4346,1,T-beam,False,True,False,False
train,447,000447.jpg,247,2,HI-Beam,True,False,False,False
train,449,000449.jpg,10646,1,T-beam,False,False,True,False
train,450,000450.jpg,5725,2,HI-Beam,False,False,True,False
train,455,000455.jpg,771,1,T-beam,False,False,True,False
train,458,000458.jpg,9165,1,T-beam,False,False,True,False
train,458,000458.jpg,9166,1,T-beam,False,False,True,False
train,459,000459.jpg,1860,1,T-beam,False,True,True,False
train,460,000460.jpg,11186,2,HI-Beam,True,False,False,False
train,460,000460.jpg,11255,2,HI-Beam,True,False,False,False
train,460,000460.jpg,11298,2,HI-Beam,True,False,False,False
train,460,000460.jpg,11318,2,HI-Beam,True,False,False,False
train,460,000460.jpg,11319,2,HI-Beam,True,False,False,False
train,467,000467.jpg,7356,1,T-beam,True,False,False,False
train,467,000467.jpg,7359,1,T-beam,False,True,False,False
train,468,000468.jpg,6741,2,HI-Beam,False,False,True,False
train,469,000469.jpg,55,1,T-beam,False,True,False,False
train,469,000469.jpg,59,1,T-beam,False,True,True,False
train,473,000473.jpg,5878,2,HI-Beam,True,False,False,False
train,473,000473.jpg,5881,2,HI-Beam,True,False,False,False
train,477,000477.jpg,5118,0,Channel,False,False,True,False
train,477,000477.jpg,5119,0,Channel,False,False,True,False
train,477,000477.jpg,5120,0,Channel,False,False,True,False
train,477,000477.jpg,5121,0,Channel,False,False,True,False
train,477,000477.jpg,5122,0,Channel,False,False,True,False
train,477,000477.jpg,5126,0,Channel,False,False,True,False
train,477,000477.jpg,5127,0,Channel,False,False,True,False
train,477,000477.jpg,5129,0,Channel,False,False,True,False
train,477,000477.jpg,5131,0,Channel,False,False,True,False
train,477,000477.jpg,5132,0,Channel,False,False,True,False
train,477,000477.jpg,5135,0,Channel,False,False,True,False
train,477,000477.jpg,5137,0,Channel,False,False,True,False
train,477,000477.jpg,5138,0,Channel,False,False,True,False
train,477,000477.jpg,5140,0,Channel,False,False,True,False
train,477,000477.jpg,5141,0,Channel,False,False,True,False
train,477,000477.jpg,5146,0,Channel,False,False,True,False
train,477,000477.jpg,5148,0,Channel,False,False,True,False
train,477,000477.jpg,5150,0,Channel,False,False,True,False
train,477,000477.jpg,5152,0,Channel,False,False,True,False
train,477,000477.jpg,5153,0,Channel,False,False,True,False
train,477,000477.jpg,5159,0,Channel,False,False,True,False
train,477,000477.jpg,5164,0,Channel,False,False,True,False
train,477,000477.jpg,5167,0,Channel,False,False,True,False
train,477,000477.jpg,5169,0,Channel,False,False,True,False
train,477,000477.jpg,5171,0,Channel,False,False,True,False
train,477,000477.jpg,5172,0,Channel,False,False,True,False
train,477,000477.jpg,5173,0,Channel,False,False,True,False
train,477,000477.jpg,5175,0,Channel,False,False,True,False
train,477,000477.jpg,5183,0,Channel,False,False,True,False
train,477,000477.jpg,5185,0,Channel,False,False,True,False
train,477,000477.jpg,5189,0,Channel,False,False,True,False
train,477,000477.jpg,5191,0,Channel,False,False,True,False
train,477,000477.jpg,5192,0,Channel,False,False,True,False
train,477,000477.jpg,5195,0,Channel,False,False,True,False
train,477,000477.jpg,5198,0,Channel,False,False,True,False
train,477,000477.jpg,5204,0,Channel,False,False,True,False
train,477,000477.jpg,5205,0,Channel,False,False,True,False
train,477,000477.jpg,5207,0,Channel,False,False,True,False
train,477,000477.jpg,5210,0,Channel,False,False,True,False
train,477,000477.jpg,5215,0,Channel,False,False,True,False
train,477,000477.jpg,5224,0,Channel,False,False,True,False
train,477,000477.jpg,5232,0,Channel,False,False,True,False
train,477,000477.jpg,5240,0,Channel,False,False,True,False
train,477,000477.jpg,5241,0,Channel,False,False,True,False
train,477,000477.jpg,5268,0,Channel,False,False,True,False
train,477,000477.jpg,5270,0,Channel,False,False,True,False
train,477,000477.jpg,5277,0,Channel,False,False,True,False
train,477,000477.jpg,5284,0,Channel,False,False,True,False
train,477,000477.jpg,5286,0,Channel,False,False,True,False
train,477,000477.jpg,5289,0,Channel,False,False,True,False
train,477,000477.jpg,5298,0,Channel,False,False,True,False
train,477,000477.jpg,5300,0,Channel,False,False,True,False
train,477,000477.jpg,5310,0,Channel,False,False,True,False
train,477,000477.jpg,5318,0,Channel,False,False,True,False
train,477,000477.jpg,5321,0,Channel,False,False,True,False
train,477,000477.jpg,5327,0,Channel,False,False,True,False
train,477,000477.jpg,5373,0,Channel,False,False,True,False
train,477,000477.jpg,5400,0,Channel,False,False,True,False
train,477,000477.jpg,5536,0,Channel,False,False,True,False
train,477,000477.jpg,5541,0,Channel,False,False,True,False
train,477,000477.jpg,5542,0,Channel,False,False,True,False
train,477,000477.jpg,5563,0,Channel,False,False,True,False
train,477,000477.jpg,5565,0,Channel,False,False,True,False
train,477,000477.jpg,5569,0,Channel,False,False,True,False
train,477,000477.jpg,5571,0,Channel,False,False,True,False
train,477,000477.jpg,5589,0,Channel,False,False,True,False
train,477,000477.jpg,5600,0,Channel,False,False,True,False
train,480,000480.jpg,331,1,T-beam,False,False,True,False
train,481,000481.jpg,9158,1,T-beam,False,False,True,False
train,482,000482.jpg,10167,1,T-beam,False,False,True,False
train,484,000484.jpg,7984,1,T-beam,True,True,False,False
train,486,000486.jpg,868,1,T-beam,False,False,True,False
train,486,000486.jpg,869,1,T-beam,False,False,True,False
train,488,000488.jpg,120,2,HI-Beam,True,True,False,False
train,489,000489.jpg,50,1,T-beam,False,False,True,False
train,492,000492.jpg,3027,1,T-beam,False,True,False,False
train,492,000492.jpg,3032,1,T-beam,True,True,True,False
train,493,000493.jpg,6848,1,T-beam,True,False,False,False
train,493,000493.jpg,6850,1,T-beam,True,False,False,False
train,497,000497.jpg,1871,1,T-beam,True,False,False,False
train,500,000500.jpg,7936,1,T-beam,False,True,True,False
train,504,000504.jpg,809,1,T-beam,False,True,True,False
train,507,000507.jpg,1287,1,T-beam,True,False,False,False
train,507,000507.jpg,1290,1,T-beam,True,False,False,False
train,509,000509.jpg,10359,3,Angle Bar,False,False,True,False
train,509,000509.jpg,10367,3,Angle Bar,True,False,False,False
train,509,000509.jpg,10368,3,Angle Bar,True,False,False,False
train,509,000509.jpg,10369,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10372,3,Angle Bar,True,False,False,False
train,509,000509.jpg,10377,3,Angle Bar,True,False,False,False
train,509,000509.jpg,10378,3,Angle Bar,True,False,False,False
train,509,000509.jpg,10388,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10389,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10390,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10391,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10392,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10393,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10394,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10395,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10396,3,Angle Bar,True,True,True,False
train,509,000509.jpg,10397,3,Angle Bar,True,True,True,False
train,511,000511.jpg,152,2,HI-Beam,True,False,False,False
train,513,000513.jpg,8040,1,T-beam,True,False,False,False
train,513,000513.jpg,8041,1,T-beam,True,False,False,False
train,514,000514.jpg,1308,2,HI-Beam,False,False,True,False
train,515,000515.jpg,1069,1,T-beam,True,False,False,False
train,519,000519.jpg,496,1,T-beam,True,True,True,False
train,522,000522.jpg,4765,3,Angle Bar,False,False,True,False
train,522,000522.jpg,4766,3,Angle Bar,False,True,True,False
train,522,000522.jpg,4768,3,Angle Bar,False,False,True,False
train,522,000522.jpg,4770,3,Angle Bar,False,True,False,False
train,522,000522.jpg,4771,3,Angle Bar,True,True,True,False
train,522,000522.jpg,4772,3,Angle Bar,True,True,True,False
train,522,000522.jpg,4773,3,Angle Bar,True,True,True,False
train,522,000522.jpg,4778,3,Angle Bar,False,True,False,False
train,522,000522.jpg,4779,3,Angle Bar,False,True,False,False
train,522,000522.jpg,4780,3,Angle Bar,False,True,False,False
train,522,000522.jpg,4781,3,Angle Bar,False,False,True,False
train,522,000522.jpg,4782,3,Angle Bar,True,False,True,False
train,522,000522.jpg,4783,3,Angle Bar,True,True,True,False
train,527,000527.jpg,1976,1,T-beam,False,False,True,False
train,532,000532.jpg,8151,2,HI-Beam,False,False,True,False
train,532,000532.jpg,8154,2,HI-Beam,True,False,False,False
train,532,000532.jpg,8165,2,HI-Beam,False,False,True,False
train,532,000532.jpg,8179,2,HI-Beam,True,False,False,False
train,540,000540.jpg,797,2,HI-Beam,True,False,False,False
train,544,000544.jpg,1064,3,Angle Bar,False,False,True,False
train,545,000545.jpg,10619,3,Angle Bar,False,False,True,False
train,545,000545.jpg,10632,3,Angle Bar,False,False,True,False
train,545,000545.jpg,10635,3,Angle Bar,False,True,True,False
train,545,000545.jpg,10636,3,Angle Bar,False,True,True,False
train,546,000546.jpg,78,1,T-beam,False,True,False,False
train,546,000546.jpg,80,1,T-beam,False,True,False,False
train,548,000548.jpg,10954,2,HI-Beam,False,False,True,False
train,548,000548.jpg,10961,2,HI-Beam,True,False,False,False
train,550,000550.jpg,566,1,T-beam,False,True,False,False
train,552,000552.jpg,11068,1,T-beam,False,False,True,False
train,555,000555.jpg,8146,2,HI-Beam,True,False,False,False
train,555,000555.jpg,8148,2,HI-Beam,False,False,True,False
train,555,000555.jpg,8149,2,HI-Beam,True,True,False,False
train,556,000556.jpg,8258,1,T-beam,False,False,True,False
train,556,000556.jpg,8262,1,T-beam,False,False,True,False
train,556,000556.jpg,8270,1,T-beam,True,False,False,False
train,556,000556.jpg,8272,1,T-beam,True,False,False,False
train,556,000556.jpg,8284,1,T-beam,False,False,True,False
train,556,000556.jpg,8295,1,T-beam,False,False,True,False
train,556,000556.jpg,8297,1,T-beam,True,False,False,False
train,556,000556.jpg,8301,1,T-beam,False,False,True,False
train,556,000556.jpg,8318,1,T-beam,False,False,True,False
train,556,000556.jpg,8322,1,T-beam,False,False,True,False
train,556,000556.jpg,8370,1,T-beam,False,False,True,False
train,556,000556.jpg,8381,1,T-beam,False,False,True,False
train,557,000557.jpg,5755,1,T-beam,True,False,False,False
train,558,000558.jpg,11126,2,HI-Beam,False,False,True,False
train,560,000560.jpg,217,1,T-beam,True,False,False,False
train,560,000560.jpg,221,1,T-beam,True,False,False,False
train,563,000563.jpg,4712,1,T-beam,False,True,True,False
train,565,000565.jpg,4875,3,Angle Bar,False,False,True,False
train,565,000565.jpg,4876,3,Angle Bar,False,False,True,False
train,565,000565.jpg,4879,3,Angle Bar,False,False,True,False
train,565,000565.jpg,4880,3,Angle Bar,False,False,True,False
train,565,000565.jpg,4881,3,Angle Bar,False,False,True,False
train,568,000568.jpg,913,1,T-beam,False,False,True,False
train,570,000570.jpg,6293,1,T-beam,False,True,False,False
train,571,000571.jpg,2470,1,T-beam,False,False,True,False
train,572,000572.jpg,11399,3,Angle Bar,False,False,True,False
train,572,000572.jpg,11400,3,Angle Bar,False,False,True,False
train,572,000572.jpg,11406,3,Angle Bar,True,False,True,False
train,572,000572.jpg,11410,3,Angle Bar,False,False,True,False
train,572,000572.jpg,11412,3,Angle Bar,False,False,True,False
train,572,000572.jpg,11413,3,Angle Bar,False,True,True,False
train,572,000572.jpg,11414,3,Angle Bar,False,True,True,False
train,572,000572.jpg,11415,3,Angle Bar,False,True,True,False
train,572,000572.jpg,11416,3,Angle Bar,False,True,True,False
train,572,000572.jpg,11417,3,Angle Bar,False,True,True,False
